trial,arm,receiver,target,gate,t_h1,thr_h1,det_h1,dof_h1,kappa_db,eta_survive,rho_weighted,rho_min,xi_rel,ncp_unit,ncp_best,calib_min_ratio,gate_targets,supported_targets,n_candidates,t_h0,thr_h0,det_h0,dof_h0
11,tp_uic_full,3,5,2.3590071538598584e-13,18.02236352702796,20.66856907571369,0,28,30.36474786249041,0.7350779260090283,0.00033302860393516796,3.763534570987313e-07,1.4060593445938908e-08,0.0017686079504535149,0.001099000820603353,1.0000004848258122,10,10,420,22.43466251261166,20.66856907571369,1,28
11,perfect_channel,3,5,2.3590071538598584e-13,18.55591828255838,20.66856907571369,0,28,inf,1.0,0.00046282719527146167,5.996005659631456e-07,2.058975539196625e-08,0.002472260541653791,0.0016111819398758954,1.0,0,0,0,25.693026174362927,20.66856907571369,1,28
12,no_ic,7,3,2.33863749456098e-13,36.0894194622676,20.66856907571369,1,28,0.0,1.0,0.21148196250753812,1.4552519986904168e-07,2.9277768977445897e-08,3.3922027935352315,1.133036295027979,1.3034074771916138,0,0,0,19.138030224077795,20.66856907571369,0,28
12,fixed_kappa,7,3,2.33863749456098e-13,76.66956589942103,20.66856907571369,1,28,39.99999999999998,1.0,0.21109157981746776,4.438103551126906e-07,4.077303222676318e-08,3.4618768020525708,1.1378874807666652,1.0000303407477198,0,0,0,83.91547229385185,20.66856907571369,1,28
12,plain_ls,7,3,2.33863749456098e-13,38.63327746180722,20.66856907571369,1,28,37.622188900894486,0.5249542604655034,0.20395015838712335,5.668206083575454e-08,1.772986786909702e-08,3.263940856544222,1.1203185662422674,0.9999999999999966,0,0,0,25.377017167379815,20.66856907571369,1,28
12,ridge_ls,7,3,2.33863749456098e-13,36.354533942487244,20.66856907571369,1,28,37.81482509010096,0.5296956967104389,0.2053463471950537,6.02549290458644e-08,2.047468687818958e-08,3.2898301462291313,1.1225749713786153,0.999999999999998,0,0,0,25.783209986876244,20.66856907571369,1,28
12,protected_ls,7,3,2.33863749456098e-13,31.688585537677437,20.66856907571369,1,28,14.694013472234197,0.545120876902687,0.21861938019473395,1.1393568666648541e-07,3.711486217261167e-08,3.1778735752495133,1.123704418999396,1.0022083742084809,0,0,0,17.87546196499799,20.66856907571369,0,28
12,tp_uic_stage1,7,3,2.33863749456098e-13,33.99629957037858,20.66856907571369,1,28,14.695125954800565,0.5482348443443213,0.2188114823778281,1.1784577175340699e-07,3.740384088281558e-08,3.1868671722208823,1.1249295321669823,1.001280881706852,0,0,0,19.891813896077824,20.66856907571369,0,28
12,tp_uic_full,7,3,2.33863749456098e-13,33.94139155570272,20.66856907571369,1,28,29.487359341502977,0.7916551389603371,0.2075413037848772,8.820513690614173e-08,2.450761046541841e-08,3.3360785070510293,1.1332303779668242,1.0000000078350582,9,9,378,21.69289229111509,20.66856907571369,1,28
12,perfect_channel,7,3,2.33863749456098e-13,85.24005406598948,20.66856907571369,1,28,inf,1.0,0.2104096472013296,5.154127281490325e-07,4.1123207369855666e-08,3.469482209361551,1.13820605045926,1.0,0,0,0,91.39322882306674,20.66856907571369,1,28
13,no_ic,13,4,7.806947808739621e-13,15.127288235621048,20.66856907571369,0,28,0.0,1.0,0.05312379555737437,2.4627592774069696e-06,5.510448040765142e-09,0.8162993069030984,0.5854040861511138,2.0316036189854967,0,0,0,21.565134681338378,20.66856907571369,1,28
13,fixed_kappa,13,4,7.806947808739621e-13,11.49725897806987,20.66856907571369,0,28,39.99999999999999,1.0,0.05736674100270221,3.0957101388593196e-06,7.269900383917415e-09,0.8819914946585511,0.6306278271663056,1.000103160361899,0,0,0,19.13315317800144,20.66856907571369,0,28
13,plain_ls,13,4,7.806947808739621e-13,15.44334440881494,20.66856907571369,0,28,41.89754315883146,0.9094849673082189,0.05029006928198205,2.05109676786571e-06,3.976835895941556e-09,0.7727445017030106,0.5596390259782047,0.9999999999999977,0,0,0,21.77201583580999,20.66856907571369,1,28
13,ridge_ls,13,4,7.806947808739621e-13,15.828148372286375,20.66856907571369,0,28,42.04940416697436,0.9117950297958681,0.050527189110499464,2.1903038622985624e-06,4.122917573261953e-09,0.7763911450779812,0.5611667804074367,0.9999999999999979,0,0,0,21.475290596234174,20.66856907571369,1,28
13,protected_ls,13,4,7.806947808739621e-13,17.95554802566481,20.66856907571369,0,28,5.706010371629152,0.9682220854177156,0.03723669300467301,9.89733484403282e-07,4.392045922798176e-09,0.5691423499062497,0.48546731969697027,1.242626528324537,0,0,0,18.833667490564928,20.66856907571369,0,28
13,tp_uic_stage1,13,4,7.806947808739621e-13,19.40297643759351,20.66856907571369,0,28,5.70608038283276,0.9704385438041647,0.03753861579338556,9.90732107309882e-07,4.576692437943966e-09,0.5738204778673671,0.48628464041835257,1.0399422361681043,0,0,0,19.09752800750611,20.66856907571369,0,28
13,tp_uic_full,13,4,7.806947808739621e-13,15.195712604191474,20.66856907571369,0,28,30.65719442179862,1.0913373162818287,0.05039297402443211,2.220441680670831e-06,4.615978105685742e-09,0.7745145618479848,0.5544907563914321,1.0000028357408945,10,10,420,20.675417547159956,20.66856907571369,1,28
13,perfect_channel,13,4,7.806947808739621e-13,11.819475004808965,20.66856907571369,0,28,inf,1.0,0.05768708054940507,3.1659549705157573e-06,7.319002493767409e-09,0.8870472255584558,0.6319529159707272,1.0,0,0,0,18.396152283719076,20.66856907571369,0,28
14,no_ic,12,5,3.1038196648929823e-13,20.423232924518956,20.66856907571369,0,28,0.0,1.0,1.7972882906371947e-06,9.390453428988769e-09,1.4987091624478216e-11,9.08005876307418e-06,7.236759301967601e-06,12.547877231912748,0,0,0,15.123801927731842,20.66856907571369,0,28
14,fixed_kappa,12,5,3.1038196648929823e-13,23.313420013783364,20.66856907571369,1,28,40.00000000000001,1.0,4.527453453447897e-06,1.2716353011998726e-08,2.141593135646945e-11,2.8427714227186936e-05,2.559572941212282e-05,1.001154787723192,0,0,0,15.736185183775355,20.66856907571369,0,28
14,plain_ls,12,5,3.1038196648929823e-13,18.492862852570507,20.66856907571369,0,28,36.81165117483354,0.548758264737435,2.61784179094315e-07,4.952193644228994e-09,3.2190650361195655e-12,1.3206912525251032e-06,6.506041994640646e-07,0.9999999999999976,0,0,0,24.997245522425068,20.66856907571369,1,28
14,ridge_ls,12,5,3.1038196648929823e-13,16.133087537837355,20.66856907571369,0,28,36.82909487786879,0.5487858099952238,3.5155666029020997e-07,5.706139924741739e-09,4.672670543005239e-12,1.7736728294624388e-06,9.08910035501963e-07,0.9999999999999972,0,0,0,20.792273332918565,20.66856907571369,1,28
14,protected_ls,12,5,3.1038196648929823e-13,20.89646990287302,20.66856907571369,1,28,9.867334336644241,0.5885355345070864,1.4215314845510696e-06,8.928901360371372e-09,1.3319273970861256e-11,5.205060325336e-06,3.937030235979995e-06,1.0790966417550525,0,0,0,15.164729201142599,20.66856907571369,0,28
14,tp_uic_stage1,12,5,3.1038196648929823e-13,21.142581818890847,20.66856907571369,1,28,9.867202464281906,0.588692242386559,1.4776927207036374e-06,9.069683973363545e-09,1.3378033175521215e-11,5.411371193730983e-06,4.121972657297764e-06,1.0680689905769625,0,0,0,15.003502035839858,20.66856907571369,0,28
14,tp_uic_full,12,5,3.1038196648929823e-13,14.02439159675373,20.66856907571369,0,28,25.557079061719847,0.6788765508407979,8.199670513624836e-07,7.341300590397129e-09,8.331749716978317e-12,4.032116458400023e-06,2.718168936480677e-06,1.0000004741772814,10,10,420,16.891878722672814,20.66856907571369,0,28
14,perfect_channel,12,5,3.1038196648929823e-13,24.929779357375008,20.66856907571369,1,28,inf,1.0,4.4866483753241716e-06,1.2779169089928655e-08,2.1628089946346968e-11,2.903725497423124e-05,2.6115036319388486e-05,1.0,0,0,0,15.543849137295716,20.66856907571369,0,28
15,no_ic,7,8,3.1428154446376395e-13,13.138200970003435,20.66856907571369,0,28,0.0,1.0,1.8227280459035187e-06,1.641554372548611e-11,1.895797900099821e-13,7.073628475603459e-06,3.841386091028629e-06,54.16477097370137,0,0,0,15.683219075067846,20.66856907571369,0,28
15,fixed_kappa,7,8,3.1428154446376395e-13,11.765011991720614,20.66856907571369,0,28,40.00000000000001,1.0,2.081571813988595e-06,1.8475529521094726e-11,3.2970783164788965e-13,9.337032801249512e-06,5.079386567847388e-06,1.0053164770973702,0,0,0,15.35990039027892,20.66856907571369,0,28
15,plain_ls,7,8,3.1428154446376395e-13,18.443582662081326,20.66856907571369,0,28,34.41323755080591,0.9080014765719929,1.0706916416156143e-06,2.846162637567726e-12,8.803130423124141e-14,4.153167436157493e-06,2.709333329690914e-06,0.999999999999998,0,0,0,15.853300791339556,20.66856907571369,0,28
15,ridge_ls,7,8,3.1428154446376395e-13,13.40366567992525,20.66856907571369,0,28,34.42049244811458,0.9080061866912309,1.4633429299015126e-06,9.736470830253595e-12,1.6935010051285156e-13,5.676257332123384e-06,3.088185568938386e-06,0.9999999999999987,0,0,0,16.98095761383984,20.66856907571369,0,28
15,protected_ls,7,8,3.1428154446376395e-13,17.151949954760845,20.66856907571369,0,28,7.966330626311894,0.935886325665467,1.0244522086597916e-06,9.547398303046354e-12,1.0495598974618653e-13,3.3806642270937526e-06,1.5882690607558027e-06,1.9999999999997253,0,0,0,16.53153928785241,20.66856907571369,0,28
15,tp_uic_stage1,7,8,3.1428154446376395e-13,15.80106149489234,20.66856907571369,0,28,7.966464118217601,0.9359323406085684,1.0360886178674122e-06,1.040408744595352e-11,1.0730471336085999e-13,3.419475597045274e-06,1.60355301619436e-06,1.8799207026876938,0,0,0,17.585762994312095,20.66856907571369,0,28
15,tp_uic_full,7,8,3.1428154446376395e-13,12.523357061579198,20.66856907571369,0,28,30.476580344278972,1.225556267378549,1.527461014431303e-06,1.3354561522705777e-11,1.6308849305419783e-13,6.075193699614004e-06,3.223561613874949e-06,1.0000008619807728,9,9,378,16.5250927226982,20.66856907571369,0,28
15,perfect_channel,7,8,3.1428154446376395e-13,11.226311047838529,20.66856907571369,0,28,inf,1.0,2.0738420186204848e-06,1.856969893002021e-11,3.2979180550167956e-13,9.397437393351318e-06,5.113744640770454e-06,1.0,0,0,0,15.612763097138895,20.66856907571369,0,28
