scene,error_radius_m,normalized_error,receiver_count,retention_mean_over_subsets,retention_sd_over_subsets,minimum_uav_separation_m
10,150.0,1.0,2,0.03636607628472762,0.019220366235047616,76.75046244986429
10,150.0,1.0,3,0.036008425812228476,0.013364217432278058,76.75046244986429
10,150.0,1.0,4,0.035866486858979835,0.009381970685824673,76.75046244986429
10,150.0,1.0,5,0.035794991249471796,0.005912182513269506,76.75046244986429
10,150.0,1.0,6,0.03575347806275133,0.0,76.75046244986429
10,250.0,1.6666666666666667,1,0.015191171625977993,0.01351262362626359,76.75046244986429
10,250.0,1.6666666666666667,2,0.015093570941864254,0.009012559282392233,76.75046244986429
10,250.0,1.6666666666666667,3,0.015008117337988208,0.006528118877839691,76.75046244986429
10,250.0,1.6666666666666667,4,0.014949450402762653,0.004679660311492381,76.75046244986429
10,250.0,1.6666666666666667,5,0.014908191797435308,0.0029863025370505214,76.75046244986429
10,250.0,1.6666666666666667,6,0.014877913002360037,0.0,76.75046244986429
10,400.0,2.6666666666666665,1,0.018002797937198507,0.011427094458811167,76.75046244986429
10,400.0,2.6666666666666665,2,0.01710799657160613,0.006485340757066471,76.75046244986429
10,400.0,2.6666666666666665,3,0.016802923657974176,0.004459443561912395,76.75046244986429
10,400.0,2.6666666666666665,4,0.016648427932404005,0.0031176210667456556,76.75046244986429
10,400.0,2.6666666666666665,5,0.01655490143067787,0.001960259183004745,76.75046244986429
10,400.0,2.6666666666666665,6,0.01649215123996643,0.0,76.75046244986429
11,0.0,0.0,1,0.9999999999999997,3.006498163255289e-16,95.56139436068753
11,0.0,0.0,2,0.9999999999999999,3.0337068460183277e-16,95.56139436068753
11,0.0,0.0,3,0.9999999999999998,2.315553705957619e-16,95.56139436068753
11,0.0,0.0,4,0.9999999999999999,2.4990295782562634e-16,95.56139436068753
11,0.0,0.0,5,0.9999999999999997,1.5700924586837752e-16,95.56139436068753
11,0.0,0.0,6,0.9999999999999998,0.0,95.56139436068753
11,50.0,0.3333333333333333,1,0.848409905184806,0.0427497955073635,95.56139436068753
