block,area_m,rcs_m2,trial,model,gate,rho,p_default,active_frac,sense_sinr_db,echo_db,field_db,near_far_db,residual_db
B,400.0,0.05,7,active_set,False,0.8,1.0,1.0,-15.470819723801998,-137.92903462310073,-82.67275873595057,55.256275887150146,-122.5931294834637
B,400.0,0.05,7,active_set,True,0.8,1.0,1.0,-15.470819723801998,-137.92903462310073,-82.67275873595057,55.256275887150146,-122.5931294834637
B,400.0,0.05,7,active_set,True,0.8,1.0,0.5,-12.991450643301956,-137.92903462310073,-85.39333795838347,52.53569666471725,-125.24552701163006
A,400.0,0.2,0,active_set,False,0.2,1.0,1.0,-15.467370554457911,-137.17622904170693,-82.81122833016923,54.365000711537704,-122.72904354487862
A,400.0,0.2,0,active_set,False,0.4,1.0,1.0,-12.457070597818099,-134.16592908506712,-82.81122833016923,51.354700754897905,-122.72904354487862
A,400.0,0.2,0,active_set,False,0.6,1.0,1.0,-10.696158007261287,-132.4050164945103,-82.81122833016923,49.59378816434109,-122.72904354487862
A,400.0,0.2,0,active_set,False,0.8,1.0,1.0,-9.446770641178286,-131.1556291284273,-82.81122833016923,48.34440079825809,-122.72904354487862
A,400.0,0.2,0,active_set,False,0.95,1.0,1.0,-8.700434458209244,-130.40929294545828,-82.81122833016923,47.59806461528904,-122.72904354487862
A,400.0,0.2,0,active_set,False,0.2,2.0,1.0,-15.303776965023953,-134.16592908506712,-79.80092837352942,54.365000711537704,-119.71874358823881
A,400.0,0.2,0,active_set,False,0.4,2.0,1.0,-12.293477008384144,-131.1556291284273,-79.80092837352942,51.354700754897905,-119.71874358823881
A,400.0,0.2,0,active_set,False,0.6,2.0,1.0,-10.53256441782733,-129.3947165378705,-79.80092837352942,49.59378816434109,-119.71874358823881
A,400.0,0.2,0,active_set,False,0.8,2.0,1.0,-9.283177051744332,-128.1453291717875,-79.80092837352942,48.34440079825809,-119.71874358823881
A,400.0,0.2,0,active_set,False,0.95,2.0,1.0,-8.53684086877529,-127.39899298881846,-79.80092837352942,47.59806461528904,-119.71874358823881
A,400.0,0.2,0,orthogonal,False,0.2,1.0,1.0,-9.61866813373189,-137.17622904170693,-89.80092837352942,47.375300668177516,-129.40472655561808
A,400.0,0.2,0,orthogonal,False,0.4,1.0,1.0,-8.967743551898721,-134.16592908506712,-86.7906284168896,47.375300668177516,-126.58801094482796
A,400.0,0.2,0,orthogonal,False,0.6,1.0,1.0,-8.692224277121502,-132.4050164945103,-85.02971582633279,47.375300668177516,-124.89359268598945
A,400.0,0.2,0,orthogonal,False,0.8,1.0,1.0,-8.558841546294435,-131.1556291284273,-83.78032846024979,47.375300668177516,-123.67783820686904
A,400.0,0.2,0,orthogonal,False,0.95,1.0,1.0,-8.499268430359303,-130.40929294545828,-83.03399227728076,47.375300668177516,-122.94752475987005
A,400.0,0.2,0,orthogonal,False,0.2,2.0,1.0,-9.089819141566021,-134.16592908506712,-86.7906284168896,47.375300668177516,-126.39442659897826
A,400.0,0.2,0,orthogonal,False,0.4,2.0,1.0,-8.64594216213158,-131.1556291284273,-83.78032846024979,47.375300668177516,-123.57771098818814
A,400.0,0.2,0,orthogonal,False,0.6,2.0,1.0,-8.480017975895986,-129.3947165378705,-82.01941586969298,47.375300668177516,-121.88329272934963
A,400.0,0.2,0,orthogonal,False,0.8,2.0,1.0,-8.375179959922596,-128.1453291717875,-80.77002850360998,47.375300668177516,-120.66753825022923
A,400.0,0.2,0,orthogonal,False,0.95,2.0,1.0,-8.32482350254562,-127.39899298881846,-80.02369232064095,47.375300668177516,-119.93722480323024
B,400.0,0.2,0,active_set,False,0.8,1.0,1.0,-9.446770641178286,-131.1556291284273,-82.81122833016923,48.34440079825809,-122.72904354487862
B,400.0,0.2,0,active_set,True,0.8,1.0,1.0,-9.446770641178286,-131.1556291284273,-82.81122833016923,48.34440079825809,-122.72904354487862
B,400.0,0.2,0,active_set,True,0.8,1.0,0.5,-6.957797401358635,-131.1556291284273,-85.58309530832534,45.57253382010196,-125.42879877290352
A,400.0,0.2,1,active_set,False,0.2,1.0,1.0,-18.55148884767829,-138.30764028039113,-80.09709783706397,58.21054244332715,-120.05291201586631
A,400.0,0.2,1,active_set,False,0.4,1.0,1.0,-15.541188891038475,-135.2973403237513,-80.09709783706397,55.20024248668734,-120.05291201586631
A,400.0,0.2,1,active_set,False,0.6,1.0,1.0,-13.780276300481663,-133.5364277331945,-80.09709783706397,53.43932989613053,-120.05291201586631
A,400.0,0.2,1,active_set,False,0.8,1.0,1.0,-12.530888934398664,-132.2870403671115,-80.09709783706397,52.189942530047524,-120.05291201586631
A,400.0,0.2,1,active_set,False,0.95,1.0,1.0,-11.784552751429622,-131.54070418414244,-80.09709783706397,51.443606347078486,-120.05291201586631
A,400.0,0.2,1,active_set,False,0.2,2.0,1.0,-18.45502133957368,-135.2973403237513,-77.08679788042416,58.21054244332715,-117.0426120592265
A,400.0,0.2,1,active_set,False,0.4,2.0,1.0,-15.44472138293387,-132.2870403671115,-77.08679788042416,55.20024248668734,-117.0426120592265
A,400.0,0.2,1,active_set,False,0.6,2.0,1.0,-13.683808792377059,-130.5261277765547,-77.08679788042416,53.43932989613053,-117.0426120592265
A,400.0,0.2,1,active_set,False,0.8,2.0,1.0,-12.434421426294058,-129.2767404104717,-77.08679788042416,52.189942530047524,-117.0426120592265
A,400.0,0.2,1,active_set,False,0.95,2.0,1.0,-11.688085243325016,-128.53040422750266,-77.08679788042416,51.443606347078486,-117.0426120592265
A,400.0,0.2,1,orthogonal,False,0.2,1.0,1.0,-12.390191112725468,-138.30764028039113,-87.08679788042416,51.22084239996696,-126.87023162359222
A,400.0,0.2,1,orthogonal,False,0.4,1.0,1.0,-11.904711381736462,-135.2973403237513,-84.07649792378434,51.22084239996696,-123.96686501754047
A,400.0,0.2,1,orthogonal,False,0.6,1.0,1.0,-11.700452122940435,-133.5364277331945,-82.31558533322753,51.22084239996696,-122.24219008996342
A,400.0,0.2,1,orthogonal,False,0.8,1.0,1.0,-11.622765291761004,-132.2870403671115,-81.06619796714453,51.22084239996696,-121.01103557781157
A,400.0,0.2,1,orthogonal,False,0.95,1.0,1.0,-11.572639650965915,-131.54070418414244,-80.31986178417549,51.22084239996696,-120.27336279991562
A,400.0,0.2,1,orthogonal,False,0.2,2.0,1.0,-12.012054710847352,-135.2973403237513,-84.07649792378434,51.22084239996696,-123.8599316669524
A,400.0,0.2,1,orthogonal,False,0.4,2.0,1.0,-11.667964248360189,-132.2870403671115,-81.06619796714453,51.22084239996696,-120.95656506090066
A,400.0,0.2,1,orthogonal,False,0.6,2.0,1.0,-11.564107337186764,-130.5261277765547,-79.30528537658772,51.22084239996696,-119.2318901333236
A,400.0,0.2,1,orthogonal,False,0.8,2.0,1.0,-11.499138270358142,-129.2767404104717,-78.05589801050472,51.22084239996696,-118.00073562117176
A,400.0,0.2,1,orthogonal,False,0.95,2.0,1.0,-11.47449662865019,-128.53040422750266,-77.30956182753567,51.22084239996696,-117.2630628432758
B,400.0,0.2,1,active_set,False,0.8,1.0,1.0,-12.530888934398664,-132.2870403671115,-80.09709783706397,52.189942530047524,-120.05291201586631
B,400.0,0.2,1,active_set,True,0.8,1.0,1.0,-12.530888934398664,-132.2870403671115,-80.09709783706397,52.189942530047524,-120.05291201586631
B,400.0,0.2,1,active_set,True,0.8,1.0,0.5,-8.417461810604001,-132.2870403671115,-85.26462665134665,47.02241371576484,-125.12106152875617
A,400.0,0.2,2,active_set,False,0.2,1.0,1.0,-13.996481411392024,-135.8613239879461,-82.52414286770372,53.3371811202424,-122.44716883993549
A,400.0,0.2,2,active_set,False,0.4,1.0,1.0,-10.986181454752211,-132.85102403130628,-82.52414286770372,50.326881163602586,-122.44716883993549
A,400.0,0.2,2,active_set,False,0.6,1.0,1.0,-9.225268864195398,-131.09011144074947,-82.52414286770372,48.56596857304577,-122.44716883993549
A,400.0,0.2,2,active_set,False,0.8,1.0,1.0,-7.975881498112399,-129.84072407466647,-82.52414286770372,47.31658120696277,-122.44716883993549
A,400.0,0.2,2,active_set,False,0.95,1.0,1.0,-7.229545315143357,-129.09438789169744,-82.52414286770372,46.570245023993735,-122.44716883993549
A,400.0,0.2,2,active_set,False,0.2,2.0,1.0,-13.794277933670251,-132.85102403130628,-79.5138429110639,53.3371811202424,-119.43686888329567
A,400.0,0.2,2,active_set,False,0.4,2.0,1.0,-10.783977977030439,-129.84072407466647,-79.5138429110639,50.326881163602586,-119.43686888329567
A,400.0,0.2,2,active_set,False,0.6,2.0,1.0,-9.023065386473627,-128.07981148410965,-79.5138429110639,48.56596857304577,-119.43686888329567
A,400.0,0.2,2,active_set,False,0.8,2.0,1.0,-7.773678020390626,-126.83042411802667,-79.5138429110639,47.31658120696277,-119.43686888329567
A,400.0,0.2,2,active_set,False,0.95,2.0,1.0,-7.027341837421586,-126.08408793505762,-79.5138429110639,46.570245023993735,-119.43686888329567
A,400.0,0.2,2,orthogonal,False,0.2,1.0,1.0,-8.196787372406355,-135.8613239879461,-89.5138429110639,46.34748107688221,-129.14193081679053
A,400.0,0.2,2,orthogonal,False,0.4,1.0,1.0,-7.502348903810168,-132.85102403130628,-86.50354295442409,46.34748107688221,-126.31360699367939
A,400.0,0.2,2,orthogonal,False,0.6,1.0,1.0,-7.238755329553987,-131.09011144074947,-84.74263036386728,46.34748107688221,-124.6150879534362
A,400.0,0.2,2,orthogonal,False,0.8,1.0,1.0,-7.092330434971496,-129.84072407466647,-83.49324299778428,46.34748107688221,-123.3972367589266
A,400.0,0.2,2,orthogonal,False,0.95,1.0,1.0,-7.024932272922743,-129.09438789169744,-82.74690681481523,46.34748107688221,-122.66591906870636
A,400.0,0.2,2,orthogonal,False,0.2,2.0,1.0,-7.675763837946208,-132.85102403130628,-86.50354295442409,46.34748107688221,-126.13163086015072
A,400.0,0.2,2,orthogonal,False,0.4,2.0,1.0,-7.18733070167513,-129.84072407466647,-83.49324299778428,46.34748107688221,-123.30330703703957
A,400.0,0.2,2,orthogonal,False,0.6,2.0,1.0,-7.008749795916307,-128.07981148410965,-81.73233040722747,46.34748107688221,-121.60478799679639
A,400.0,0.2,2,orthogonal,False,0.8,2.0,1.0,-6.892488938130964,-126.83042411802667,-80.48294304114447,46.34748107688221,-120.38693680228678
A,400.0,0.2,2,orthogonal,False,0.95,2.0,1.0,-6.822372953452672,-126.08408793505762,-79.73660685817542,46.34748107688221,-119.65561911206655
B,400.0,0.2,2,active_set,False,0.8,1.0,1.0,-7.975881498112399,-129.84072407466647,-82.52414286770372,47.31658120696277,-122.44716883993549
B,400.0,0.2,2,active_set,True,0.8,1.0,1.0,-7.975881498112399,-129.84072407466647,-82.52414286770372,47.31658120696277,-122.44716883993549
B,400.0,0.2,2,active_set,True,0.8,1.0,0.5,-4.61058331494835,-129.84072407466647,-86.05621079600337,43.78451327866313,-125.88450234064653
A,400.0,0.2,3,active_set,False,0.2,1.0,1.0,-14.581217180964517,-136.03074683845028,-82.01428076300856,54.016466075441734,-121.94576631525601
A,400.0,0.2,3,active_set,False,0.4,1.0,1.0,-11.570917224324704,-133.02044688181047,-82.01428076300856,51.00616611880192,-121.94576631525601
A,400.0,0.2,3,active_set,False,0.6,1.0,1.0,-9.810004633767893,-131.25953429125366,-82.01428076300856,49.245253528245115,-121.94576631525601
A,400.0,0.2,3,active_set,False,0.8,1.0,1.0,-8.560617267684892,-130.01014692517066,-82.01428076300856,47.99586616216211,-121.94576631525601
A,400.0,0.2,3,active_set,False,0.95,1.0,1.0,-7.8142810847158515,-129.26381074220163,-82.01428076300856,47.24952997919307,-121.94576631525601
A,400.0,0.2,3,active_set,False,0.2,2.0,1.0,-14.431766310684036,-133.02044688181047,-79.00398080636873,54.016466075441734,-118.9354663586162
A,400.0,0.2,3,active_set,False,0.4,2.0,1.0,-11.421466354044226,-130.01014692517066,-79.00398080636873,51.00616611880192,-118.9354663586162
A,400.0,0.2,3,active_set,False,0.6,2.0,1.0,-9.660553763487412,-128.24923433461385,-79.00398080636873,49.245253528245115,-118.9354663586162
A,400.0,0.2,3,active_set,False,0.8,2.0,1.0,-8.411166397404413,-126.99984696853085,-79.00398080636873,47.99586616216211,-118.9354663586162
A,400.0,0.2,3,active_set,False,0.95,2.0,1.0,-7.664830214435371,-126.2535107855618,-79.00398080636873,47.24952997919307,-118.9354663586162
A,400.0,0.2,3,orthogonal,False,0.2,1.0,1.0,-8.672745474287852,-136.03074683845028,-89.00398080636874,47.02676603208155,-128.671731544264
A,400.0,0.2,3,orthogonal,False,0.4,1.0,1.0,-8.008002537640717,-133.02044688181047,-85.99368084972893,47.02676603208155,-125.82437972590512
A,400.0,0.2,3,orthogonal,False,0.6,1.0,1.0,-7.76410385024247,-131.25953429125366,-84.23276825917212,47.02676603208155,-124.11917073130275
A,400.0,0.2,3,orthogonal,False,0.8,1.0,1.0,-7.63665275331339,-130.01014692517066,-82.98338089308912,47.02676603208155,-122.89790539967976
A,400.0,0.2,3,orthogonal,False,0.95,1.0,1.0,-7.599744351821953,-129.26381074220163,-82.23704471012007,47.02676603208155,-122.16495400704778
A,400.0,0.2,3,orthogonal,False,0.2,2.0,1.0,-8.179347413799476,-133.02044688181047,-85.99368084972893,47.02676603208155,-125.66143158762418
A,400.0,0.2,3,orthogonal,False,0.4,2.0,1.0,-7.70713853473443,-130.01014692517066,-82.98338089308912,47.02676603208155,-122.8140797692653
A,400.0,0.2,3,orthogonal,False,0.6,2.0,1.0,-7.592408636180645,-128.24923433461385,-81.2224683025323,47.02676603208155,-121.10887077466293
A,400.0,0.2,3,orthogonal,False,0.8,2.0,1.0,-7.493768023339453,-126.99984696853085,-79.9730809364493,47.02676603208155,-119.88760544303994
A,400.0,0.2,3,orthogonal,False,0.95,2.0,1.0,-7.462765922859531,-126.2535107855618,-79.22674475348026,47.02676603208155,-119.15465405040797
B,400.0,0.2,3,active_set,False,0.8,1.0,1.0,-8.560617267684892,-130.01014692517066,-82.01428076300856,47.99586616216211,-121.94576631525601
B,400.0,0.2,3,active_set,True,0.8,1.0,1.0,-8.560617267684892,-130.01014692517066,-82.01428076300856,47.99586616216211,-121.94576631525601
B,400.0,0.2,3,active_set,True,0.8,1.0,0.5,-5.218786232216475,-130.01014692517066,-86.18713829346848,43.82300863170218,-126.01028008499827
A,400.0,0.2,4,active_set,False,0.2,1.0,1.0,-16.815896953494793,-138.07941987739864,-82.07956627673335,55.99985360066527,-122.01002236691492
A,400.0,0.2,4,active_set,False,0.4,1.0,1.0,-13.805596996854979,-135.06911992075882,-82.07956627673335,52.989553644025456,-122.01002236691492
A,400.0,0.2,4,active_set,False,0.6,1.0,1.0,-12.044684406298167,-133.308207330202,-82.07956627673335,51.22864105346864,-122.01002236691492
A,400.0,0.2,4,active_set,False,0.8,1.0,1.0,-10.795297040215166,-132.058819964119,-82.07956627673335,49.97925368738564,-122.01002236691492
A,400.0,0.2,4,active_set,False,0.95,1.0,1.0,-10.048960857246126,-131.31248378114995,-82.07956627673335,49.2329175044166,-122.01002236691492
A,400.0,0.2,4,active_set,False,0.2,2.0,1.0,-16.65457769486312,-135.06911992075882,-79.06926632009353,55.99985360066527,-118.99972241027511
A,400.0,0.2,4,active_set,False,0.4,2.0,1.0,-13.644277738223309,-132.058819964119,-79.06926632009353,52.989553644025456,-118.99972241027511
A,400.0,0.2,4,active_set,False,0.6,2.0,1.0,-11.883365147666499,-130.2979073735622,-79.06926632009353,51.22864105346864,-118.99972241027511
A,400.0,0.2,4,active_set,False,0.8,2.0,1.0,-10.633977781583496,-129.0485200074792,-79.06926632009353,49.97925368738564,-118.99972241027511
A,400.0,0.2,4,active_set,False,0.95,2.0,1.0,-9.887641598614456,-128.30218382451014,-79.06926632009353,49.2329175044166,-118.99972241027511
A,400.0,0.2,4,orthogonal,False,0.2,1.0,1.0,-11.09577443433965,-138.07941987739864,-89.06926632009353,49.01015355730508,-128.73217515339806
A,400.0,0.2,4,orthogonal,False,0.4,1.0,1.0,-10.285728134173182,-135.06911992075882,-86.05896636345372,49.01015355730508,-125.88715105337384
A,400.0,0.2,4,orthogonal,False,0.6,1.0,1.0,-10.027561065626463,-133.308207330202,-84.2980537728969,49.01015355730508,-124.18275832447578
A,400.0,0.2,4,orthogonal,False,0.8,1.0,1.0,-9.889941557295982,-132.058819964119,-83.04866640681391,49.01015355730508,-122.96190913886599
A,400.0,0.2,4,orthogonal,False,0.95,1.0,1.0,-9.839169366347898,-131.31248378114995,-82.30233022384488,49.01015355730508,-122.22915677510899
A,400.0,0.2,4,orthogonal,False,0.2,2.0,1.0,-10.52100776602483,-135.06911992075882,-86.05896636345372,49.01015355730508,-125.72187519675823
A,400.0,0.2,4,orthogonal,False,0.4,2.0,1.0,-9.962171970063235,-132.058819964119,-83.04866640681391,49.01015355730508,-122.87685109673403
A,400.0,0.2,4,orthogonal,False,0.6,2.0,1.0,-9.827589833572016,-130.2979073735622,-81.2877538162571,49.01015355730508,-121.17245836783597
A,400.0,0.2,4,orthogonal,False,0.8,2.0,1.0,-9.730087803975207,-129.0485200074792,-80.0383664501741,49.01015355730508,-119.95160918222618
A,400.0,0.2,4,orthogonal,False,0.95,2.0,1.0,-9.674174911050855,-128.30218382451014,-79.29203026720506,49.01015355730508,-119.21885681846918
B,400.0,0.2,4,active_set,False,0.8,1.0,1.0,-10.795297040215166,-132.058819964119,-82.07956627673335,49.97925368738564,-122.01002236691492
B,400.0,0.2,4,active_set,True,0.8,1.0,1.0,-10.795297040215166,-132.058819964119,-82.07956627673335,49.97925368738564,-122.01002236691492
B,400.0,0.2,4,active_set,True,0.8,1.0,0.5,-8.247449344252027,-132.058819964119,-85.61825715689109,46.44056280722792,-125.46272851213376
A,400.0,0.2,5,active_set,False,0.2,1.0,1.0,-17.967427185039483,-139.62817451364768,-81.6193669442368,58.00880756941086,-121.55676509628229
A,400.0,0.2,5,active_set,False,0.4,1.0,1.0,-14.95712722839967,-136.61787455700787,-81.6193669442368,54.99850761277105,-121.55676509628229
A,400.0,0.2,5,active_set,False,0.6,1.0,1.0,-13.19621463784286,-134.85696196645105,-81.6193669442368,53.23759502221424,-121.55676509628229
A,400.0,0.2,5,active_set,False,0.8,1.0,1.0,-11.946827271759862,-133.60757460036805,-81.6193669442368,51.98820765613124,-121.55676509628229
A,400.0,0.2,5,active_set,False,0.95,1.0,1.0,-11.200491088790818,-132.86123841739902,-81.6193669442368,51.2418714731622,-121.55676509628229
A,400.0,0.2,5,active_set,False,0.2,2.0,1.0,-17.811242974786147,-136.61787455700787,-78.609066987597,58.00880756941086,-118.54646513964249
A,400.0,0.2,5,active_set,False,0.4,2.0,1.0,-14.800943018146334,-133.60757460036805,-78.609066987597,54.99850761277105,-118.54646513964249
A,400.0,0.2,5,active_set,False,0.6,2.0,1.0,-13.040030427589524,-131.84666200981124,-78.609066987597,53.23759502221424,-118.54646513964249
A,400.0,0.2,5,active_set,False,0.8,2.0,1.0,-11.790643061506525,-130.59727464372824,-78.609066987597,51.98820765613124,-118.54646513964249
A,400.0,0.2,5,active_set,False,0.95,2.0,1.0,-11.044306878537482,-129.8509384607592,-78.609066987597,51.2418714731622,-118.54646513964249
A,400.0,0.2,5,orthogonal,False,0.2,1.0,1.0,-12.205187579662036,-139.62817451364768,-88.60906698759699,51.019107526050675,-128.30470931363962
A,400.0,0.2,5,orthogonal,False,0.4,1.0,1.0,-11.461414628689585,-136.61787455700787,-85.59876703095718,51.019107526050675,-125.44392253026115
A,400.0,0.2,5,orthogonal,False,0.6,1.0,1.0,-11.217897219349474,-134.85696196645105,-83.83785444040036,51.019107526050675,-123.73401379519402
A,400.0,0.2,5,orthogonal,False,0.8,1.0,1.0,-11.071471048902994,-133.60757460036805,-82.58846707431736,51.019107526050675,-122.51035475218328
A,400.0,0.2,5,orthogonal,False,0.95,1.0,1.0,-10.996450880808045,-132.86123841739902,-81.84213089134832,51.019107526050675,-121.77625907382337
A,400.0,0.2,5,orthogonal,False,0.2,2.0,1.0,-11.642099153310028,-136.61787455700787,-85.59876703095718,51.019107526050675,-125.29440935699981
A,400.0,0.2,5,orthogonal,False,0.4,2.0,1.0,-11.15750568286586,-133.60757460036805,-82.58846707431736,51.019107526050675,-122.43362257362134
A,400.0,0.2,5,orthogonal,False,0.6,2.0,1.0,-10.979759189295597,-131.84666200981124,-80.82755448376055,51.019107526050675,-120.7237138385542
A,400.0,0.2,5,orthogonal,False,0.8,2.0,1.0,-10.872797696760495,-130.59727464372824,-79.57816711767757,51.019107526050675,-119.50005479554346
A,400.0,0.2,5,orthogonal,False,0.95,2.0,1.0,-10.828985815017514,-129.8509384607592,-78.8318309347085,51.019107526050675,-118.76595911718356
B,400.0,0.2,5,active_set,False,0.8,1.0,1.0,-11.946827271759862,-133.60757460036805,-81.6193669442368,51.98820765613124,-121.55676509628229
B,400.0,0.2,5,active_set,True,0.8,1.0,1.0,-11.946827271759862,-133.60757460036805,-81.6193669442368,51.98820765613124,-121.55676509628229
B,400.0,0.2,5,active_set,True,0.8,1.0,0.5,-9.616308158126559,-133.60757460036805,-84.2385343197539,49.369040280614136,-124.124787829313
A,400.0,0.2,6,active_set,False,0.2,1.0,1.0,-18.623401476367818,-139.92228327316457,-81.61997255128071,58.302310721883856,-121.55736203575786
A,400.0,0.2,6,active_set,False,0.4,1.0,1.0,-15.613101519728003,-136.91198331652475,-81.61997255128071,55.292010765244044,-121.55736203575786
A,400.0,0.2,6,active_set,False,0.6,1.0,1.0,-13.85218892917119,-135.15107072596794,-81.61997255128071,53.53109817468723,-121.55736203575786
A,400.0,0.2,6,active_set,False,0.8,1.0,1.0,-12.60280156308819,-133.90168335988494,-81.61997255128071,52.28171080860423,-121.55736203575786
A,400.0,0.2,6,active_set,False,0.95,1.0,1.0,-11.856465380119147,-133.1553471769159,-81.61997255128071,51.53537462563519,-121.55736203575786
A,400.0,0.2,6,active_set,False,0.2,2.0,1.0,-18.520708612555193,-136.91198331652475,-78.60967259464091,58.302310721883856,-118.54706207911805
A,400.0,0.2,6,active_set,False,0.4,2.0,1.0,-15.510408655915384,-133.90168335988494,-78.60967259464091,55.292010765244044,-118.54706207911805
A,400.0,0.2,6,active_set,False,0.6,2.0,1.0,-13.74949606535857,-132.14077076932813,-78.60967259464091,53.53109817468723,-118.54706207911805
A,400.0,0.2,6,active_set,False,0.8,2.0,1.0,-12.500108699275572,-130.89138340324513,-78.60967259464091,52.28171080860423,-118.54706207911805
A,400.0,0.2,6,active_set,False,0.95,2.0,1.0,-11.753772516306531,-130.1450472202761,-78.60967259464091,51.53537462563519,-118.54706207911805
A,400.0,0.2,6,orthogonal,False,0.2,1.0,1.0,-12.83134136736713,-139.92228327316457,-88.6096725946409,51.31261067852367,-128.30527392953562
A,400.0,0.2,6,orthogonal,False,0.4,1.0,1.0,-12.198661697327324,-136.91198331652475,-85.59937263800109,51.31261067852367,-125.44450692380198
A,400.0,0.2,6,orthogonal,False,0.6,1.0,1.0,-11.894644112397994,-135.15107072596794,-83.83846004744427,51.31261067852367,-123.73460509282347
A,400.0,0.2,6,orthogonal,False,0.8,1.0,1.0,-11.706423685661964,-133.90168335988494,-82.58907268136127,51.31261067852367,-122.51094956339477
A,400.0,0.2,6,orthogonal,False,0.95,1.0,1.0,-11.644928006826579,-133.1553471769159,-81.84273649839224,51.31261067852367,-121.77685556397864
A,400.0,0.2,6,orthogonal,False,0.2,2.0,1.0,-12.318699012822755,-136.91198331652475,-85.59937263800109,51.31261067852367,-125.2949739728958
A,400.0,0.2,6,orthogonal,False,0.4,2.0,1.0,-11.821459133385536,-133.90168335988494,-82.58907268136127,51.31261067852367,-122.43420696716217
A,400.0,0.2,6,orthogonal,False,0.6,2.0,1.0,-11.634463661615193,-132.14077076932813,-80.82816009080446,51.31261067852367,-120.72430513618366
A,400.0,0.2,6,orthogonal,False,0.8,2.0,1.0,-11.57450079438157,-130.89138340324513,-79.57877272472147,51.31261067852367,-119.50064960675496
A,400.0,0.2,6,orthogonal,False,0.95,2.0,1.0,-11.536695550372759,-130.1450472202761,-78.83243654175243,51.31261067852367,-118.76655560733883
B,400.0,0.2,6,active_set,False,0.8,1.0,1.0,-12.60280156308819,-133.90168335988494,-81.61997255128071,52.28171080860423,-121.55736203575786
B,400.0,0.2,6,active_set,True,0.8,1.0,1.0,-12.60280156308819,-133.90168335988494,-81.61997255128071,52.28171080860423,-121.55736203575786
B,400.0,0.2,6,active_set,True,0.8,1.0,0.5,-10.176612911066904,-133.90168335988494,-84.65390142715079,49.24778193273417,-124.5289015831054
A,400.0,0.2,7,active_set,False,0.2,1.0,1.0,-15.470819723801998,-137.92903462310073,-82.67275873595057,55.256275887150146,-122.5931294834637
A,400.0,0.2,7,active_set,False,0.4,1.0,1.0,-12.460519767162186,-134.91873466646092,-82.67275873595057,52.24597593051033,-122.5931294834637
A,400.0,0.2,7,active_set,False,0.6,1.0,1.0,-10.699607176605374,-133.1578220759041,-82.67275873595057,50.48506333995353,-122.5931294834637
A,400.0,0.2,7,active_set,False,0.8,1.0,1.0,-9.450219810522375,-131.9084347098211,-82.67275873595057,49.23567597387052,-122.5931294834637
A,400.0,0.2,7,active_set,False,0.95,1.0,1.0,-8.703883627553333,-131.16209852685205,-82.67275873595057,48.48933979090148,-122.5931294834637
A,400.0,0.2,7,active_set,False,0.2,2.0,1.0,-15.313444036857337,-134.91873466646092,-79.66245877931075,55.256275887150146,-119.58282952682389
A,400.0,0.2,7,active_set,False,0.4,2.0,1.0,-12.303144080217525,-131.9084347098211,-79.66245877931075,52.24597593051033,-119.58282952682389
A,400.0,0.2,7,active_set,False,0.6,2.0,1.0,-10.542231489660715,-130.1475221192643,-79.66245877931075,50.48506333995353,-119.58282952682389
A,400.0,0.2,7,active_set,False,0.8,2.0,1.0,-9.292844123577714,-128.8981347531813,-79.66245877931075,49.23567597387052,-119.58282952682389
A,400.0,0.2,7,active_set,False,0.95,2.0,1.0,-8.546507940608674,-128.15179857021224,-79.66245877931075,48.48933979090148,-119.58282952682389
A,400.0,0.2,7,orthogonal,False,0.2,1.0,1.0,-9.848003800074615,-137.92903462310073,-89.66245877931075,48.26657584378996,-129.27815613535665
A,400.0,0.2,7,orthogonal,False,0.4,1.0,1.0,-9.01999404800912,-134.91873466646092,-86.65215882267094,48.26657584378996,-126.45575806948288
A,400.0,0.2,7,orthogonal,False,0.6,1.0,1.0,-8.716426636174836,-133.1578220759041,-84.89124623211413,48.26657584378996,-124.7593305417289
A,400.0,0.2,7,orthogonal,False,0.8,1.0,1.0,-8.560061593528307,-131.9084347098211,-83.64185886603113,48.26657584378996,-123.54254835648122
A,400.0,0.2,7,orthogonal,False,0.95,1.0,1.0,-8.495102609089855,-131.16209852685205,-82.8955226830621,48.26657584378996,-122.81174258955343
A,400.0,0.2,7,orthogonal,False,0.2,2.0,1.0,-9.216377783585603,-134.91873466646092,-86.65215882267094,48.26657584378996,-126.26785617871683
A,400.0,0.2,7,orthogonal,False,0.4,2.0,1.0,-8.658740015432038,-131.9084347098211,-83.64185886603113,48.26657584378996,-123.44545811284307
A,400.0,0.2,7,orthogonal,False,0.6,2.0,1.0,-8.48263637782957,-130.1475221192643,-81.88094627547432,48.26657584378996,-121.74903058508909
A,400.0,0.2,7,orthogonal,False,0.8,2.0,1.0,-8.395898429281361,-128.8981347531813,-80.63155890939132,48.26657584378996,-120.53224839984141
A,400.0,0.2,7,orthogonal,False,0.95,2.0,1.0,-8.334356277310324,-128.15179857021224,-79.88522272642228,48.26657584378996,-119.80144263291362
B,400.0,0.2,7,active_set,False,0.8,1.0,1.0,-9.450219810522375,-131.9084347098211,-82.67275873595057,49.23567597387052,-122.5931294834637
B,400.0,0.2,7,active_set,True,0.8,1.0,1.0,-9.450219810522375,-131.9084347098211,-82.67275873595057,49.23567597387052,-122.5931294834637
