trial,arm,belief_term,t_h1,thr_h1,det_h1,t_h0,thr_h0,det_h0
16,tp_uic_full,1,10.115434845386915,20.66856907571369,0.0,12.154623909972344,20.66856907571369,0.0
17,perfect_channel,0,15.143195434323891,20.66856907571369,0.0,10.795850228461012,20.66856907571369,0.0
17,tp_uic_stage1,0,12.287399183756497,20.66856907571369,0.0,13.306344582160374,20.66856907571369,0.0
17,tp_uic_full,0,16.001744827626602,20.66856907571369,0.0,11.977556347635733,20.66856907571369,0.0
17,perfect_channel,1,15.526585677696733,20.66856907571369,0.0,10.324395413390002,20.66856907571369,0.0
17,tp_uic_stage1,1,12.447426811382318,20.66856907571369,0.0,13.087950065180477,20.66856907571369,0.0
17,tp_uic_full,1,16.1153451269685,20.66856907571369,0.0,12.761384065971082,20.66856907571369,0.0
18,perfect_channel,0,9.369364820455221,20.66856907571369,0.0,15.530583432481285,20.66856907571369,0.0
18,tp_uic_stage1,0,8.263635081471456,20.66856907571369,0.0,16.46898881744563,20.66856907571369,0.0
18,tp_uic_full,0,8.151229253894407,20.66856907571369,0.0,15.180007809696132,20.66856907571369,0.0
18,perfect_channel,1,9.504346175248465,20.66856907571369,0.0,15.603191656020476,20.66856907571369,0.0
18,tp_uic_stage1,1,8.339554888647136,20.66856907571369,0.0,16.79696845680907,20.66856907571369,0.0
18,tp_uic_full,1,8.243213305546188,20.66856907571369,0.0,15.592152260989682,20.66856907571369,0.0
19,perfect_channel,0,92.66811565436612,20.66856907571369,1.0,95.65162061357843,20.66856907571369,1.0
19,tp_uic_stage1,0,17.11314346671059,20.66856907571369,0.0,19.200654485040857,20.66856907571369,0.0
19,tp_uic_full,0,17.825540418405655,20.66856907571369,0.0,19.738685299414453,20.66856907571369,0.0
19,perfect_channel,1,50.862020951826786,20.66856907571369,1.0,47.07495702294099,20.66856907571369,1.0
19,tp_uic_stage1,1,16.312462314876825,20.66856907571369,0.0,18.738196669376325,20.66856907571369,0.0
19,tp_uic_full,1,19.181709719015338,20.66856907571369,0.0,16.598358168441397,20.66856907571369,0.0
20,perfect_channel,0,29.830751802213083,20.66856907571369,1.0,23.154804236784855,20.66856907571369,1.0
20,tp_uic_stage1,0,13.87896021507797,20.66856907571369,0.0,10.892533340805755,20.66856907571369,0.0
20,tp_uic_full,0,11.781912833489367,20.66856907571369,0.0,12.194187922026455,20.66856907571369,0.0
20,perfect_channel,1,10.513024306245098,20.66856907571369,0.0,17.60714822879397,20.66856907571369,0.0
20,tp_uic_stage1,1,11.72458778689686,20.66856907571369,0.0,9.999638936992488,20.66856907571369,0.0
20,tp_uic_full,1,9.308905607779558,20.66856907571369,0.0,10.89798876704381,20.66856907571369,0.0
21,perfect_channel,0,15.907901087677207,20.66856907571369,0.0,14.583920735481149,20.66856907571369,0.0
21,tp_uic_stage1,0,13.651910368786794,20.66856907571369,0.0,10.08809599056728,20.66856907571369,0.0
21,tp_uic_full,0,14.965182125587354,20.66856907571369,0.0,10.852735744017524,20.66856907571369,0.0
21,perfect_channel,1,12.327090312740387,20.66856907571369,0.0,12.512495988536298,20.66856907571369,0.0
21,tp_uic_stage1,1,10.844154152027121,20.66856907571369,0.0,7.992291058582582,20.66856907571369,0.0
21,tp_uic_full,1,12.963767098493673,20.66856907571369,0.0,9.971402986440864,20.66856907571369,0.0
22,perfect_channel,0,11.734985110323873,20.66856907571369,0.0,12.567314357712796,20.66856907571369,0.0
22,tp_uic_stage1,0,10.867912472249285,20.66856907571369,0.0,15.10047069020164,20.66856907571369,0.0
22,tp_uic_full,0,10.739182842306693,20.66856907571369,0.0,10.637965155915282,20.66856907571369,0.0
22,perfect_channel,1,11.489336364835582,20.66856907571369,0.0,11.084430424903577,20.66856907571369,0.0
22,tp_uic_stage1,1,11.057499650520864,20.66856907571369,0.0,14.608016835748082,20.66856907571369,0.0
22,tp_uic_full,1,9.95204541893812,20.66856907571369,0.0,10.640663748174884,20.66856907571369,0.0
23,perfect_channel,0,12.913453906832704,20.66856907571369,0.0,11.056842038378461,20.66856907571369,0.0
23,tp_uic_stage1,0,11.970983985573271,20.66856907571369,0.0,16.803996827417926,20.66856907571369,0.0
23,tp_uic_full,0,13.050903752313554,20.66856907571369,0.0,12.109325158687778,20.66856907571369,0.0
23,perfect_channel,1,12.181367247795222,20.66856907571369,0.0,7.875251826653563,20.66856907571369,0.0
23,tp_uic_stage1,1,13.562609959583352,20.66856907571369,0.0,14.10226578854967,20.66856907571369,0.0
23,tp_uic_full,1,13.613148233033929,20.66856907571369,0.0,9.491779469299946,20.66856907571369,0.0
24,perfect_channel,0,12.042792323376815,20.66856907571369,0.0,15.91832933927511,20.66856907571369,0.0
24,tp_uic_stage1,0,13.305246472303264,20.66856907571369,0.0,19.23107514841686,20.66856907571369,0.0
24,tp_uic_full,0,11.358644828215947,20.66856907571369,0.0,16.74820225585075,20.66856907571369,0.0
24,perfect_channel,1,12.234558472903046,20.66856907571369,0.0,12.386803928847536,20.66856907571369,0.0
24,tp_uic_stage1,1,13.019330739857681,20.66856907571369,0.0,16.916538507109614,20.66856907571369,0.0
24,tp_uic_full,1,10.782610254937788,20.66856907571369,0.0,14.396466039650706,20.66856907571369,0.0
25,perfect_channel,0,19.08360842884317,20.66856907571369,0.0,12.548604639011575,20.66856907571369,0.0
25,tp_uic_stage1,0,19.81389238009217,20.66856907571369,0.0,13.097145116799535,20.66856907571369,0.0
25,tp_uic_full,0,21.26060920153382,20.66856907571369,1.0,12.649608964048,20.66856907571369,0.0
25,perfect_channel,1,19.657546349989875,20.66856907571369,0.0,12.58026752090255,20.66856907571369,0.0
25,tp_uic_stage1,1,19.912290948408028,20.66856907571369,0.0,13.261890565991996,20.66856907571369,0.0
25,tp_uic_full,1,21.041144898845317,20.66856907571369,1.0,12.714677308177563,20.66856907571369,0.0
26,perfect_channel,0,11.88171830708755,20.66856907571369,0.0,11.778080290577417,20.66856907571369,0.0
26,tp_uic_stage1,0,15.450567271511778,20.66856907571369,0.0,10.533338387965424,20.66856907571369,0.0
26,tp_uic_full,0,11.470113623232296,20.66856907571369,0.0,10.482702956404886,20.66856907571369,0.0
26,perfect_channel,1,11.219869680045974,20.66856907571369,0.0,11.255013168629857,20.66856907571369,0.0
