m_rx,trial,receiver,weak_target,arm,realisation,t_h1,t_h0,dT,covariance_protection
4,100,1,0,hard,7,1.847363597555773,3.3653936308398578,-1.5180300332840848,False
4,100,1,0,adaptive,0,6.931755827762366,4.0039269608859875,2.9278288668763786,False
4,100,1,0,adaptive,1,2.6861467076023446,6.868923832243212,-4.182777124640867,False
4,100,1,0,adaptive,2,5.851366503439462,3.541088563781356,2.310277939658106,False
4,100,1,0,adaptive,3,8.36251938973356,4.371587305142409,3.990932084591151,False
4,100,1,0,adaptive,4,5.924564733551145,6.4534980928232635,-0.5289333592721182,False
4,100,1,0,adaptive,5,4.548267460653797,2.2142736367691986,2.3339938238845983,False
4,100,1,0,adaptive,6,9.108102006161609,6.926061262000415,2.1820407441611938,False
4,100,1,0,adaptive,7,1.8455236612702945,3.369419511484746,-1.5238958502144513,False
4,100,2,1,hard,0,5.916654881454154,4.038612464844733,1.8780424166094214,False
4,100,2,1,hard,1,6.389010580884403,4.984926476248255,1.4040841046361479,False
4,100,2,1,hard,2,3.8726454849960916,3.2706950093550655,0.6019504756410261,False
4,100,2,1,hard,3,3.5553525681836087,1.8415961710299151,1.7137563971536935,False
4,100,2,1,hard,4,7.55077180083879,2.577586005232024,4.973185795606766,False
4,100,2,1,hard,5,4.833605216752044,2.6390855635489814,2.194519653203063,False
4,100,2,1,hard,6,2.9293345251625023,5.737109135525164,-2.8077746103626615,False
4,100,2,1,hard,7,1.592229804223246,3.771011591370543,-2.178781787147297,False
4,100,2,1,adaptive,0,5.916654881454154,4.038612464844733,1.8780424166094214,False
4,100,2,1,adaptive,1,6.389010580884403,4.984926476248255,1.4040841046361479,False
4,100,2,1,adaptive,2,3.8726454849960916,3.2706950093550655,0.6019504756410261,False
4,100,2,1,adaptive,3,3.5553525681836087,1.8415961710299151,1.7137563971536935,False
4,100,2,1,adaptive,4,7.55077180083879,2.577586005232024,4.973185795606766,False
4,100,2,1,adaptive,5,4.833605216752044,2.6390855635489814,2.194519653203063,False
4,100,2,1,adaptive,6,2.9293345251625023,5.737109135525164,-2.8077746103626615,False
4,100,2,1,adaptive,7,1.592229804223246,3.771011591370543,-2.178781787147297,False
4,101,0,1,hard,0,6.279442427721234,12.667482972974689,-6.388040545253455,False
4,101,0,1,hard,1,8.696329400049239,8.097508816274427,0.5988205837748115,False
4,101,0,1,hard,2,6.002354599737194,4.885136967585675,1.1172176321515188,False
4,101,0,1,hard,3,1.409496204218921,3.8454743359597163,-2.4359781317407956,False
4,101,0,1,hard,4,5.659984251219621,3.3990283814572404,2.2609558697623804,False
4,101,0,1,hard,5,6.94462428030282,3.752244815358009,3.1923794649448114,False
4,101,0,1,hard,6,9.152141376518644,6.089227715613905,3.062913660904739,False
4,101,0,1,hard,7,3.7789479255354426,8.220210273843865,-4.441262348308422,False
4,101,0,1,adaptive,0,6.26297667546675,12.66501237222733,-6.4020356967605805,False
4,101,0,1,adaptive,1,8.699801833593412,8.095711251309602,0.6040905822838099,False
4,101,0,1,adaptive,2,5.999231342188194,4.876389619494716,1.1228417226934786,False
4,101,0,1,adaptive,3,1.41036009014252,3.843808589682346,-2.4334484995398262,False
4,101,0,1,adaptive,4,5.663919736054049,3.396539445511365,2.267380290542684,False
4,101,0,1,adaptive,5,6.942363053822604,3.749936774956756,3.1924262788658484,False
4,101,0,1,adaptive,6,9.136372355199148,6.088134179118116,3.048238176081032,False
4,101,0,1,adaptive,7,3.782522773145753,8.213555906789292,-4.431033133643539,False
4,101,1,1,hard,0,2.398196780659124,3.7040507219363286,-1.3058539412772046,False
4,101,1,1,hard,1,4.052133917171176,8.586281813486066,-4.53414789631489,False
4,101,1,1,hard,2,5.205126550978533,5.27736727968575,-0.0722407287072171,False
4,101,1,1,hard,3,7.31445813404695,14.191301997682409,-6.876843863635459,False
4,101,1,1,hard,4,6.06351524970746,3.9624581111801533,2.1010571385273065,False
4,101,1,1,hard,5,6.979396805408734,3.250082215397453,3.7293145900112807,False
4,101,1,1,hard,6,11.025672350590467,5.81004093802331,5.2156314125671575,False
4,101,1,1,hard,7,3.408681745555631,8.698775663107966,-5.290093917552335,False
4,101,1,1,adaptive,0,2.3923956443058305,3.696013581381761,-1.3036179370759307,False
4,101,1,1,adaptive,1,4.0542913173829795,8.562640353387234,-4.508349036004255,False
4,101,1,1,adaptive,2,5.212367226091792,5.269986554318674,-0.05761932822688198,False
4,101,1,1,adaptive,3,7.319930307172701,14.203510205436116,-6.883579898263415,False
4,101,1,1,adaptive,4,6.067813106064386,3.9527406485069116,2.115072457557474,False
4,101,1,1,adaptive,5,6.976181502582664,3.2468138439018026,3.7293676586808613,False
4,101,1,1,adaptive,6,11.002169404314504,5.800539744056606,5.201629660257898,False
4,101,1,1,adaptive,7,3.3983148974910593,8.70828340026449,-5.3099685027734305,False
4,101,2,1,hard,0,4.058052933236008,6.81268375748318,-2.7546308242471724,False
4,101,2,1,hard,1,7.600381103297549,7.57335598227857,0.027025121018978915,False
4,101,2,1,hard,2,4.764337622081673,7.230232166955462,-2.4658945448737892,False
4,101,2,1,hard,3,7.917859579692362,6.113505747464006,1.8043538322283554,False
4,101,2,1,hard,4,4.82366825858344,6.359001380400362,-1.5353331218169224,False
4,101,2,1,hard,5,7.936063174282413,4.680291366410873,3.2557718078715405,False
4,101,2,1,hard,6,3.724329395870041,2.4636682007890496,1.2606611950809916,False
4,101,2,1,hard,7,7.807430770730938,2.607865921030452,5.1995648497004865,False
4,101,2,1,adaptive,0,4.058052933236008,6.81268375748318,-2.7546308242471724,False
4,101,2,1,adaptive,1,7.600381103297549,7.57335598227857,0.027025121018978915,False
4,101,2,1,adaptive,2,4.764337622081673,7.230232166955462,-2.4658945448737892,False
4,101,2,1,adaptive,3,7.917859579692362,6.113505747464006,1.8043538322283554,False
4,101,2,1,adaptive,4,4.82366825858344,6.359001380400362,-1.5353331218169224,False
4,101,2,1,adaptive,5,7.936063174282413,4.680291366410873,3.2557718078715405,False
4,101,2,1,adaptive,6,3.724329395870041,2.4636682007890496,1.2606611950809916,False
4,101,2,1,adaptive,7,7.807430770730938,2.607865921030452,5.1995648497004865,False
4,102,0,1,hard,0,4.440348042371951,1.7208032216800693,2.7195448206918815,False
4,102,0,1,hard,1,7.1085297810803985,2.9347897732344976,4.1737400078459,False
4,102,0,1,hard,2,4.596951675992979,3.5512052158309224,1.0457464601620563,False
4,102,0,1,hard,3,5.052609753698009,9.01186094488869,-3.959251191190681,False
4,102,0,1,hard,4,6.206637090040431,4.39874926056536,1.8078878294750709,False
4,102,0,1,hard,5,4.008501014242989,3.592680219868886,0.415820794374103,False
4,102,0,1,hard,6,5.187283032521588,4.234607658766555,0.9526753737550333,False
4,102,0,1,hard,7,4.564548976767438,5.171646221387052,-0.6070972446196139,False
4,102,0,1,adaptive,0,4.440348042371951,1.7208032216800693,2.7195448206918815,False
4,102,0,1,adaptive,1,7.1085297810803985,2.9347897732344976,4.1737400078459,False
4,102,0,1,adaptive,2,4.596951675992979,3.5512052158309224,1.0457464601620563,False
4,102,0,1,adaptive,3,5.052609753698009,9.01186094488869,-3.959251191190681,False
4,102,0,1,adaptive,4,6.206637090040431,4.39874926056536,1.8078878294750709,False
4,102,0,1,adaptive,5,4.008501014242989,3.592680219868886,0.415820794374103,False
4,102,0,1,adaptive,6,5.187283032521588,4.234607658766555,0.9526753737550333,False
4,102,0,1,adaptive,7,4.564548976767438,5.171646221387052,-0.6070972446196139,False
4,102,1,0,hard,0,7.464589600024219,3.7669907049063784,3.6975988951178405,False
4,102,1,0,hard,1,3.638201784987154,6.4355005661636415,-2.7972987811764876,False
4,102,1,0,hard,2,6.208182504223068,7.850331937374117,-1.642149433151049,False
4,102,1,0,hard,3,5.267079338923404,3.7054998768031715,1.5615794621202324,False
4,102,1,0,hard,4,3.837945356241599,2.1080836699625403,1.7298616862790586,False
4,102,1,0,hard,5,3.7135910151379177,5.12293107254307,-1.409340057405152,False
4,102,1,0,hard,6,5.713297580648852,2.51462283531726,3.1986747453315925,False
4,102,1,0,hard,7,9.996684000647072,9.394716866518781,0.6019671341282908,False
4,102,1,0,adaptive,0,7.464589600024219,3.7669907049063784,3.6975988951178405,False
4,102,1,0,adaptive,1,3.638201784987154,6.4355005661636415,-2.7972987811764876,False
4,102,1,0,adaptive,2,6.208182504223068,7.850331937374117,-1.642149433151049,False
4,102,1,0,adaptive,3,5.267079338923404,3.7054998768031715,1.5615794621202324,False
4,102,1,0,adaptive,4,3.837945356241599,2.1080836699625403,1.7298616862790586,False
4,102,1,0,adaptive,5,3.7135910151379177,5.12293107254307,-1.409340057405152,False
4,102,1,0,adaptive,6,5.713297580648852,2.51462283531726,3.1986747453315925,False
4,102,1,0,adaptive,7,9.996684000647072,9.394716866518781,0.6019671341282908,False
4,102,2,2,hard,0,15.749000492841862,9.535711031679636,6.213289461162226,False
4,102,2,2,hard,1,2.786083474193985,11.231240682742438,-8.445157208548453,False
4,102,2,2,hard,2,11.701076829805388,15.5409915119663,-3.839914682160913,False
4,102,2,2,hard,3,11.398491425307185,6.162581842338625,5.23590958296856,False
4,102,2,2,hard,4,12.195914609021909,11.389301513384552,0.8066130956373563,False
4,102,2,2,hard,5,2.6268014695694464,2.850247735687141,-0.22344626611769458,False
4,102,2,2,hard,6,8.19987892419508,2.3306309601287256,5.8692479640663535,False
4,102,2,2,hard,7,4.043067510245608,4.7095876016551586,-0.6665200914095504,False
4,102,2,2,adaptive,0,15.749000492841862,9.535711031679636,6.213289461162226,False
4,102,2,2,adaptive,1,2.786083474193985,11.231240682742438,-8.445157208548453,False
4,102,2,2,adaptive,2,11.701076829805388,15.5409915119663,-3.839914682160913,False
4,102,2,2,adaptive,3,11.398491425307185,6.162581842338625,5.23590958296856,False
4,102,2,2,adaptive,4,12.195914609021909,11.389301513384552,0.8066130956373563,False
4,102,2,2,adaptive,5,2.6268014695694464,2.850247735687141,-0.22344626611769458,False
4,102,2,2,adaptive,6,8.19987892419508,2.3306309601287256,5.8692479640663535,False
4,102,2,2,adaptive,7,4.043067510245608,4.7095876016551586,-0.6665200914095504,False
4,103,0,2,hard,0,10.407856365925205,8.070878762317454,2.3369776036077514,False
4,103,0,2,hard,1,10.965190194920986,3.389528745629245,7.575661449291741,False
4,103,0,2,hard,2,3.687519489143641,14.10254094496842,-10.415021455824778,False
4,103,0,2,hard,3,5.655584774984264,8.733332214761639,-3.077747439777375,False
4,103,0,2,hard,4,5.601641300697096,4.551928703993115,1.0497125967039818,False
4,103,0,2,hard,5,7.7509910877568,4.014638080162473,3.736353007594327,False
4,103,0,2,hard,6,3.308032702260479,3.0744579809315313,0.23357472132894763,False
4,103,0,2,hard,7,2.2858485317454718,3.557341884906286,-1.2714933531608144,False
4,103,0,2,adaptive,0,10.405569481188781,8.070958239507483,2.334611241681298,False
4,103,0,2,adaptive,1,10.965011724085327,3.3908966583434457,7.574115065741882,False
4,103,0,2,adaptive,2,3.687695857953149,14.100654031768753,-10.412958173815603,False
4,103,0,2,adaptive,3,5.654796936919123,8.733268063978496,-3.078471127059373,False
4,103,0,2,adaptive,4,5.601566472554358,4.55200949356528,1.0495569789890782,False
4,103,0,2,adaptive,5,7.7500966558220785,4.0144122194799525,3.735684436342126,False
4,103,0,2,adaptive,6,3.3070759805275247,3.074335667037157,0.2327403134903676,False
4,103,0,2,adaptive,7,2.2857657691602595,3.5568541782117693,-1.2710884090515098,False
4,103,1,2,hard,0,2.644294434601042,6.516213392399839,-3.871918957798797,False
4,103,1,2,hard,1,6.785060649958217,3.732013018430056,3.0530476315281607,False
4,103,1,2,hard,2,5.041658598207542,4.513209451830763,0.5284491463767793,False
4,103,1,2,hard,3,3.482394430596308,3.838948904796634,-0.3565544742003257,False
4,103,1,2,hard,4,7.386439429184001,7.8712311494948715,-0.48479172031087003,False
4,103,1,2,hard,5,5.058634513046927,2.794127344540398,2.2645071685065292,False
4,103,1,2,hard,6,5.207071275854363,5.693539710177051,-0.4864684343226875,False
4,103,1,2,hard,7,3.978176427830795,5.672100588018001,-1.6939241601872057,False
4,103,1,2,adaptive,0,2.643910628823124,6.516227051052637,-3.872316422229513,False
4,103,1,2,adaptive,1,6.78497967110606,3.7320970587153313,3.052882612390729,False
4,103,1,2,adaptive,2,5.041684437930733,4.513195428825249,0.5284890091054839,False
4,103,1,2,adaptive,3,3.482104916898419,3.839151259779637,-0.35704634288121806,False
4,103,1,2,adaptive,4,7.386442163966359,7.8709703185732725,-0.4845281546069131,False
4,103,1,2,adaptive,5,5.058043050731332,2.794080006366044,2.263963044365288,False
4,103,1,2,adaptive,6,5.2069218535826405,5.692770733140888,-0.4858488795582474,False
4,103,1,2,adaptive,7,3.9776407532740685,5.6724368545247446,-1.694796101250676,False
4,103,2,2,hard,0,7.4252746209764595,3.029999681131111,4.395274939845349,False
4,103,2,2,hard,1,4.046880310687365,7.128294591735575,-3.0814142810482092,False
4,103,2,2,hard,2,5.464299104289541,3.5992566908748076,1.8650424134147334,False
4,103,2,2,hard,3,3.421322480528244,5.165770613891935,-1.744448133363691,False
4,103,2,2,hard,4,11.008437010754943,5.525988188308344,5.482448822446599,False
4,103,2,2,hard,5,7.29589201509172,4.738999867832569,2.556892147259151,False
4,103,2,2,hard,6,6.821070063587541,6.443275327559942,0.3777947360275995,False
4,103,2,2,hard,7,4.929178312325336,1.3605772463050596,3.568601066020276,False
4,103,2,2,adaptive,0,7.4236284050672445,3.030063888630344,4.3935645164369,False
4,103,2,2,adaptive,1,4.0463282093976245,7.128485486463001,-3.0821572770653765,False
4,103,2,2,adaptive,2,5.4634809850545025,3.598284144501805,1.8651968405526977,False
4,103,2,2,adaptive,3,3.4205000259745275,5.165223385306987,-1.7447233593324598,False
4,103,2,2,adaptive,4,11.002057704422787,5.5268334449803405,5.475224259442447,False
4,103,2,2,adaptive,5,7.296200756828402,4.735503310868683,2.560697445959719,False
4,103,2,2,adaptive,6,6.819237718589644,6.440190982474233,0.37904673611541106,False
4,103,2,2,adaptive,7,4.927177806519625,1.3598282565668818,3.567349549952743,False
