trial,budget,method,pd,pfa,pfa_active,active_targets,reports,observations,selected,detected_per_target
45,2,sense_sinr_budgeted,0.3,0.02,0.06666666666666667,3,2,12,"{""0"": [[2, 3], [13, 3], [14, 3], [9, 3], [0, 3], [8, 3]], ""1"": [], ""2"": [], ""3"": [], ""4"": [], ""5"": [[14, 8]], ""6"": [], ""7"": [], ""8"": [], ""9"": [[4, 10], [10, 4], [4, 6], [6, 4], [11, 4]]}","[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
45,2,balanced_sinr,1.0,0.043333333333333335,0.043333333333333335,10,2,12,"{""0"": [[2, 3], [13, 3]], ""1"": [[6, 1]], ""2"": [[7, 1]], ""3"": [[3, 13]], ""4"": [[3, 13]], ""5"": [[14, 8]], ""6"": [[1, 0]], ""7"": [[6, 4]], ""8"": [[9, 0]], ""9"": [[4, 10], [10, 4]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
46,2,proposed_c2f_adaptive_pd,1.0,0.04666666666666667,0.04666666666666667,10,0,12,"{""0"": [[3, 6]], ""1"": [[6, 5], [11, 5]], ""2"": [[11, 5]], ""3"": [[6, 11]], ""4"": [[0, 8]], ""5"": [[5, 11]], ""6"": [[9, 1]], ""7"": [[5, 11], [10, 11]], ""8"": [[0, 11]], ""9"": [[1, 9]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
46,2,sense_sinr_budgeted,0.3,0.01,0.03333333333333333,3,2,12,"{""0"": [[4, 6]], ""1"": [], ""2"": [], ""3"": [], ""4"": [[2, 8], [8, 2], [9, 8], [8, 9], [10, 8], [14, 8]], ""5"": [], ""6"": [], ""7"": [], ""8"": [[10, 11], [8, 11], [12, 11], [9, 11], [2, 11]], ""9"": []}","[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
46,2,balanced_sinr,1.0,0.03,0.03,10,2,12,"{""0"": [[4, 6]], ""1"": [[6, 5]], ""2"": [[11, 5]], ""3"": [[6, 11]], ""4"": [[2, 8], [8, 2]], ""5"": [[10, 11]], ""6"": [[9, 1]], ""7"": [[5, 11]], ""8"": [[10, 11], [11, 10]], ""9"": [[11, 9]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
47,2,proposed_c2f_adaptive_pd,0.8,0.06,0.06,10,1,12,"{""0"": [[9, 0]], ""1"": [[2, 4]], ""2"": [[1, 14]], ""3"": [[0, 9], [9, 0]], ""4"": [[1, 14]], ""5"": [[2, 6]], ""6"": [[6, 11]], ""7"": [[11, 6]], ""8"": [[0, 8], [13, 8]], ""9"": [[1, 10]]}","[0, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
47,2,sense_sinr_budgeted,0.4,0.006666666666666667,0.016666666666666666,4,2,12,"{""0"": [], ""1"": [[2, 4], [13, 4]], ""2"": [], ""3"": [], ""4"": [], ""5"": [[13, 6], [6, 13], [2, 6], [2, 13], [11, 6], [4, 6]], ""6"": [], ""7"": [[11, 6]], ""8"": [], ""9"": [[12, 10], [1, 10], [11, 10]]}","[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]"
47,2,balanced_sinr,0.9,0.043333333333333335,0.043333333333333335,10,2,12,"{""0"": [[0, 9]], ""1"": [[2, 4]], ""2"": [[10, 14]], ""3"": [[9, 0]], ""4"": [[1, 14]], ""5"": [[13, 6], [2, 6]], ""6"": [[11, 12]], ""7"": [[11, 6]], ""8"": [[0, 8]], ""9"": [[12, 10], [1, 10]]}","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
48,2,proposed_c2f_adaptive_pd,1.0,0.06666666666666667,0.06666666666666667,10,0,12,"{""0"": [[3, 6]], ""1"": [[2, 4]], ""2"": [[8, 5], [11, 5]], ""3"": [[5, 11]], ""4"": [[1, 7]], ""5"": [[0, 14]], ""6"": [[5, 11], [8, 11]], ""7"": [[12, 4]], ""8"": [[0, 4]], ""9"": [[10, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
48,2,sense_sinr_budgeted,0.3,0.016666666666666666,0.05555555555555555,3,2,12,"{""0"": [], ""1"": [], ""2"": [], ""3"": [], ""4"": [[7, 1], [5, 7], [1, 7], [2, 7], [8, 7], [13, 7]], ""5"": [], ""6"": [], ""7"": [], ""8"": [[4, 12], [12, 4], [2, 4], [7, 4], [0, 4]], ""9"": [[10, 8]]}","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
48,2,balanced_sinr,0.9,0.06,0.06,10,2,12,"{""0"": [[3, 6]], ""1"": [[2, 4]], ""2"": [[8, 5]], ""3"": [[5, 11]], ""4"": [[7, 1], [5, 7]], ""5"": [[6, 14]], ""6"": [[5, 11]], ""7"": [[12, 4]], ""8"": [[4, 12], [12, 4]], ""9"": [[10, 8]]}","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
49,2,proposed_c2f_adaptive_pd,0.9,0.05333333333333334,0.05333333333333334,10,0,10,"{""0"": [[2, 10]], ""1"": [[13, 6]], ""2"": [[0, 5]], ""3"": [[2, 7]], ""4"": [[7, 2]], ""5"": [[0, 5]], ""6"": [[1, 0]], ""7"": [[0, 12]], ""8"": [[5, 3]], ""9"": [[5, 3]]}","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
49,2,sense_sinr_budgeted,0.4,0.02666666666666667,0.06666666666666667,4,2,12,"{""0"": [[14, 10]], ""1"": [], ""2"": [[12, 5]], ""3"": [], ""4"": [], ""5"": [], ""6"": [[8, 0], [12, 0], [13, 0], [5, 0]], ""7"": [[5, 12], [12, 5], [12, 0], [0, 12], [8, 12], [13, 12]], ""8"": [], ""9"": []}","[1, 0, 1, 0, 0, 0, 1, 1, 0, 0]"
49,2,balanced_sinr,0.9,0.04,0.04,10,2,12,"{""0"": [[10, 14], [14, 10]], ""1"": [[13, 6]], ""2"": [[5, 12]], ""3"": [[9, 7]], ""4"": [[9, 2]], ""5"": [[12, 5]], ""6"": [[8, 0]], ""7"": [[5, 12], [0, 12]], ""8"": [[5, 3]], ""9"": [[8, 3]]}","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
50,2,proposed_c2f_adaptive_pd,1.0,0.06,0.06,10,0,10,"{""0"": [[12, 1]], ""1"": [[1, 13]], ""2"": [[12, 1]], ""3"": [[6, 3]], ""4"": [[9, 12]], ""5"": [[0, 6]], ""6"": [[8, 3]], ""7"": [[3, 1]], ""8"": [[3, 14]], ""9"": [[1, 12]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
50,2,sense_sinr_budgeted,0.3,0.02,0.06666666666666667,3,2,12,"{""0"": [], ""1"": [], ""2"": [], ""3"": [], ""4"": [], ""5"": [[6, 4], [4, 6], [3, 6], [8, 6]], ""6"": [], ""7"": [[14, 1], [1, 14], [12, 1], [8, 1], [13, 1], [9, 1]], ""8"": [[12, 14], [9, 14]], ""9"": []}","[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]"
50,2,balanced_sinr,1.0,0.06333333333333334,0.06333333333333334,10,2,12,"{""0"": [[13, 1]], ""1"": [[1, 13]], ""2"": [[12, 1]], ""3"": [[14, 3]], ""4"": [[14, 12]], ""5"": [[6, 4], [4, 6]], ""6"": [[8, 3]], ""7"": [[14, 1], [12, 1]], ""8"": [[12, 9]], ""9"": [[1, 12]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
51,2,proposed_c2f_adaptive_pd,1.0,0.05333333333333334,0.05333333333333334,10,1,12,"{""0"": [[0, 12]], ""1"": [[3, 7]], ""2"": [[12, 13]], ""3"": [[3, 10], [4, 10], [10, 4]], ""4"": [[3, 4]], ""5"": [[0, 5]], ""6"": [[0, 11]], ""7"": [[2, 4]], ""8"": [[0, 7]], ""9"": [[0, 13]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
51,2,sense_sinr_budgeted,0.6,0.03666666666666667,0.06111111111111111,6,2,12,"{""0"": [[12, 3], [3, 12]], ""1"": [[4, 7]], ""2"": [], ""3"": [], ""4"": [[10, 4], [7, 4]], ""5"": [], ""6"": [], ""7"": [[9, 4], [6, 4], [7, 4]], ""8"": [[7, 3], [3, 7], [0, 7]], ""9"": [[12, 13]]}","[1, 1, 0, 0, 1, 0, 0, 1, 1, 1]"
51,2,balanced_sinr,0.9,0.06,0.06,10,2,12,"{""0"": [[12, 3], [3, 12]], ""1"": [[4, 7]], ""2"": [[12, 13]], ""3"": [[3, 10]], ""4"": [[10, 4]], ""5"": [[0, 5]], ""6"": [[0, 11]], ""7"": [[9, 4]], ""8"": [[7, 3], [3, 7]], ""9"": [[12, 13]]}","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
52,2,proposed_c2f_adaptive_pd,1.0,0.05333333333333334,0.05333333333333334,10,0,12,"{""0"": [[3, 5]], ""1"": [[1, 9]], ""2"": [[14, 5], [11, 5], [10, 5]], ""3"": [[0, 9]], ""4"": [[0, 1]], ""5"": [[0, 11]], ""6"": [[6, 2]], ""7"": [[5, 10]], ""8"": [[0, 10]], ""9"": [[1, 9]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
52,2,sense_sinr_budgeted,0.3,0.02,0.06666666666666667,3,2,12,"{""0"": [], ""1"": [], ""2"": [], ""3"": [[7, 9], [9, 7], [6, 9]], ""4"": [[3, 1], [8, 1], [11, 1], [7, 1], [9, 1]], ""5"": [[11, 3], [3, 11], [8, 11], [1, 11]], ""6"": [], ""7"": [], ""8"": [], ""9"": []}","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
52,2,balanced_sinr,0.9,0.03333333333333333,0.03333333333333333,10,2,12,"{""0"": [[11, 5]], ""1"": [[9, 1]], ""2"": [[14, 5]], ""3"": [[7, 9]], ""4"": [[3, 1], [8, 1]], ""5"": [[11, 3], [3, 11]], ""6"": [[9, 2]], ""7"": [[5, 10]], ""8"": [[0, 10]], ""9"": [[7, 9]]}","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
53,2,proposed_c2f_adaptive_pd,1.0,0.03333333333333333,0.03333333333333333,10,1,12,"{""0"": [[1, 12]], ""1"": [[3, 13], [6, 13], [13, 3]], ""2"": [[1, 5]], ""3"": [[0, 3]], ""4"": [[0, 13]], ""5"": [[0, 4]], ""6"": [[3, 13]], ""7"": [[1, 12]], ""8"": [[0, 2]], ""9"": [[1, 12]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
53,2,sense_sinr_budgeted,0.3,0.006666666666666667,0.022222222222222223,3,2,12,"{""0"": [], ""1"": [], ""2"": [[10, 5], [9, 5]], ""3"": [[11, 3], [14, 3], [9, 3], [13, 3]], ""4"": [[11, 13], [13, 11], [3, 13], [13, 3], [6, 13], [8, 13]], ""5"": [], ""6"": [], ""7"": [], ""8"": [], ""9"": []}","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
53,2,balanced_sinr,0.9,0.03,0.03,10,2,12,"{""0"": [[1, 12]], ""1"": [[6, 13]], ""2"": [[5, 10]], ""3"": [[3, 14], [11, 3]], ""4"": [[11, 13], [3, 13]], ""5"": [[0, 4]], ""6"": [[3, 13]], ""7"": [[10, 12]], ""8"": [[4, 2]], ""9"": [[7, 12]]}","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
54,2,proposed_c2f_adaptive_pd,1.0,0.056666666666666664,0.056666666666666664,10,0,10,"{""0"": [[0, 8]], ""1"": [[3, 13]], ""2"": [[8, 4]], ""3"": [[2, 11]], ""4"": [[0, 12]], ""5"": [[0, 7]], ""6"": [[0, 11]], ""7"": [[6, 7]], ""8"": [[0, 4]], ""9"": [[10, 13]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
54,2,sense_sinr_budgeted,0.4,0.016666666666666666,0.041666666666666664,4,2,12,"{""0"": [], ""1"": [], ""2"": [], ""3"": [], ""4"": [[0, 12], [5, 12], [9, 12]], ""5"": [[4, 7], [7, 4]], ""6"": [[8, 11], [2, 11]], ""7"": [], ""8"": [[8, 4], [4, 8], [11, 4], [2, 4], [0, 4]], ""9"": []}","[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]"
54,2,balanced_sinr,1.0,0.03666666666666667,0.03666666666666667,10,2,12,"{""0"": [[4, 8]], ""1"": [[3, 6]], ""2"": [[8, 4]], ""3"": [[14, 11]], ""4"": [[0, 12], [5, 12]], ""5"": [[4, 7]], ""6"": [[11, 8], [8, 11]], ""7"": [[6, 7]], ""8"": [[8, 4]], ""9"": [[10, 13]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
55,2,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0.043333333333333335,10,0,12,"{""0"": [[3, 2]], ""1"": [[1, 2]], ""2"": [[1, 7]], ""3"": [[5, 0]], ""4"": [[2, 8], [4, 8]], ""5"": [[1, 2]], ""6"": [[2, 1]], ""7"": [[1, 4]], ""8"": [[8, 3], [2, 3]], ""9"": [[6, 14]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
55,2,sense_sinr_budgeted,0.3,0.006666666666666667,0.022222222222222223,3,2,12,"{""0"": [], ""1"": [], ""2"": [[4, 7]], ""3"": [], ""4"": [], ""5"": [], ""6"": [[1, 13], [13, 1], [4, 1], [7, 1], [2, 1], [8, 1]], ""7"": [[4, 8], [8, 4], [2, 4], [7, 4], [1, 4]], ""8"": [], ""9"": []}","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]"
55,2,balanced_sinr,1.0,0.023333333333333334,0.023333333333333334,10,2,12,"{""0"": [[3, 2]], ""1"": [[4, 2]], ""2"": [[4, 7]], ""3"": [[9, 0]], ""4"": [[4, 8]], ""5"": [[3, 2]], ""6"": [[1, 13], [13, 1]], ""7"": [[4, 8], [8, 4]], ""8"": [[2, 3]], ""9"": [[9, 14]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
56,2,proposed_c2f_adaptive_pd,1.0,0.023333333333333334,0.023333333333333334,10,0,10,"{""0"": [[7, 4]], ""1"": [[0, 1]], ""2"": [[1, 7]], ""3"": [[9, 1]], ""4"": [[1, 9]], ""5"": [[0, 12]], ""6"": [[2, 5]], ""7"": [[1, 4]], ""8"": [[1, 12]], ""9"": [[2, 1]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
56,2,sense_sinr_budgeted,0.4,0.016666666666666666,0.041666666666666664,4,2,12,"{""0"": [], ""1"": [[2, 1], [13, 1], [3, 1], [5, 1]], ""2"": [[10, 9], [10, 7], [9, 7]], ""3"": [], ""4"": [], ""5"": [[8, 12], [12, 8], [11, 12], [13, 12]], ""6"": [], ""7"": [], ""8"": [], ""9"": [[13, 1]]}","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1]"
56,2,balanced_sinr,1.0,0.04,0.04,10,2,12,"{""0"": [[10, 4]], ""1"": [[2, 1], [13, 1]], ""2"": [[10, 9]], ""3"": [[13, 1]], ""4"": [[9, 7]], ""5"": [[8, 12], [11, 12]], ""6"": [[2, 5]], ""7"": [[10, 4]], ""8"": [[11, 12]], ""9"": [[13, 1]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
57,2,proposed_c2f_adaptive_pd,1.0,0.02666666666666667,0.02666666666666667,10,0,10,"{""0"": [[3, 1]], ""1"": [[0, 1]], ""2"": [[0, 7]], ""3"": [[0, 13]], ""4"": [[0, 10]], ""5"": [[3, 1]], ""6"": [[1, 4]], ""7"": [[0, 1]], ""8"": [[0, 2]], ""9"": [[0, 11]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
57,2,sense_sinr_budgeted,0.4,0.02666666666666667,0.06666666666666667,4,2,12,"{""0"": [], ""1"": [[4, 1], [3, 1]], ""2"": [], ""3"": [[13, 5], [5, 13], [12, 13]], ""4"": [[10, 9], [9, 10], [8, 10], [14, 10], [6, 10], [11, 10]], ""5"": [], ""6"": [], ""7"": [], ""8"": [[0, 2]], ""9"": []}","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
57,2,balanced_sinr,1.0,0.05,0.05,10,2,12,"{""0"": [[4, 1]], ""1"": [[4, 1]], ""2"": [[0, 7]], ""3"": [[13, 5], [5, 13]], ""4"": [[10, 9], [9, 10]], ""5"": [[3, 1]], ""6"": [[1, 4]], ""7"": [[4, 1]], ""8"": [[0, 2]], ""9"": [[6, 11]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
58,2,proposed_c2f_adaptive_pd,1.0,0.05,0.05,10,0,10,"{""0"": [[1, 13]], ""1"": [[2, 0]], ""2"": [[0, 2]], ""3"": [[1, 4]], ""4"": [[0, 6]], ""5"": [[0, 11]], ""6"": [[0, 4]], ""7"": [[1, 5]], ""8"": [[1, 5]], ""9"": [[0, 10]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
58,2,sense_sinr_budgeted,0.6,0.023333333333333334,0.03888888888888889,6,2,12,"{""0"": [[13, 5], [5, 13]], ""1"": [[7, 0], [3, 0], [9, 0]], ""2"": [[14, 2], [2, 14], [1, 2]], ""3"": [], ""4"": [], ""5"": [[8, 11]], ""6"": [], ""7"": [[14, 5]], ""8"": [], ""9"": [[11, 10], [8, 10]]}","[1, 1, 1, 0, 0, 1, 0, 1, 0, 1]"
58,2,balanced_sinr,1.0,0.03666666666666667,0.03666666666666667,10,2,12,"{""0"": [[13, 5], [5, 13]], ""1"": [[7, 0]], ""2"": [[14, 2], [2, 14]], ""3"": [[2, 4]], ""4"": [[9, 6]], ""5"": [[8, 11]], ""6"": [[2, 4]], ""7"": [[14, 5]], ""8"": [[13, 5]], ""9"": [[11, 10]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
59,2,proposed_c2f_adaptive_pd,1.0,0.06333333333333334,0.06333333333333334,10,0,10,"{""0"": [[4, 1]], ""1"": [[4, 1]], ""2"": [[0, 3]], ""3"": [[0, 5]], ""4"": [[13, 14]], ""5"": [[13, 5]], ""6"": [[4, 3]], ""7"": [[0, 5]], ""8"": [[3, 13]], ""9"": [[0, 3]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
59,2,sense_sinr_budgeted,0.4,0.016666666666666666,0.041666666666666664,4,2,12,"{""0"": [], ""1"": [[8, 1]], ""2"": [], ""3"": [[7, 5], [5, 7], [13, 5], [14, 5]], ""4"": [], ""5"": [], ""6"": [], ""7"": [[13, 5], [0, 5], [5, 13], [2, 5], [7, 5]], ""8"": [], ""9"": [[6, 3], [7, 3]]}","[0, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
59,2,balanced_sinr,1.0,0.056666666666666664,0.056666666666666664,10,2,12,"{""0"": [[4, 9]], ""1"": [[8, 1]], ""2"": [[7, 3]], ""3"": [[7, 5], [13, 5]], ""4"": [[13, 14]], ""5"": [[13, 5]], ""6"": [[4, 3]], ""7"": [[13, 5], [0, 5]], ""8"": [[14, 13]], ""9"": [[3, 6]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
60,2,proposed_c2f_adaptive_pd,1.0,0.056666666666666664,0.056666666666666664,10,1,12,"{""0"": [[0, 8]], ""1"": [[1, 10]], ""2"": [[0, 2]], ""3"": [[0, 8]], ""4"": [[3, 8]], ""5"": [[0, 8]], ""6"": [[0, 11]], ""7"": [[0, 8]], ""8"": [[0, 2]], ""9"": [[9, 8], [8, 9], [0, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
60,2,sense_sinr_budgeted,0.3,0.02666666666666667,0.08888888888888889,3,2,12,"{""0"": [], ""1"": [[13, 10], [1, 10], [2, 10]], ""2"": [[4, 2], [1, 2], [13, 2]], ""3"": [], ""4"": [], ""5"": [], ""6"": [], ""7"": [], ""8"": [[1, 2], [2, 1], [2, 4], [4, 2], [13, 2], [10, 2]], ""9"": []}","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
60,2,balanced_sinr,1.0,0.056666666666666664,0.056666666666666664,10,2,12,"{""0"": [[0, 8]], ""1"": [[13, 10]], ""2"": [[2, 4], [4, 2]], ""3"": [[0, 8]], ""4"": [[3, 8]], ""5"": [[3, 8]], ""6"": [[4, 11]], ""7"": [[0, 8]], ""8"": [[1, 2], [2, 1]], ""9"": [[9, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
61,2,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0.043333333333333335,10,0,10,"{""0"": [[0, 6]], ""1"": [[0, 10]], ""2"": [[0, 4]], ""3"": [[3, 0]], ""4"": [[4, 13]], ""5"": [[0, 14]], ""6"": [[12, 11]], ""7"": [[0, 13]], ""8"": [[0, 9]], ""9"": [[1, 11]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
61,2,sense_sinr_budgeted,0.5,0.013333333333333334,0.02666666666666667,5,2,12,"{""0"": [], ""1"": [[7, 10], [3, 10]], ""2"": [[14, 4], [13, 4]], ""3"": [[6, 0]], ""4"": [], ""5"": [[14, 4], [4, 14], [14, 8], [8, 14], [9, 14], [13, 14]], ""6"": [], ""7"": [], ""8"": [[0, 9]], ""9"": []}","[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]"
61,2,balanced_sinr,1.0,0.04,0.04,10,2,12,"{""0"": [[13, 6]], ""1"": [[10, 7], [7, 10]], ""2"": [[14, 4]], ""3"": [[6, 0]], ""4"": [[4, 13]], ""5"": [[14, 4], [4, 14]], ""6"": [[12, 11]], ""7"": [[4, 13]], ""8"": [[0, 9]], ""9"": [[1, 11]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
62,2,proposed_c2f_adaptive_pd,0.9,0.04,0.044444444444444446,10,1,12,"{""0"": [[0, 11]], ""1"": [[11, 14]], ""2"": [[0, 13]], ""3"": [[3, 6]], ""4"": [[1, 9]], ""5"": [[0, 3]], ""6"": [[0, 11]], ""7"": [[0, 5]], ""8"": [[9, 3], [2, 9], [10, 9]], ""9"": [[3, 9]]}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
62,2,sense_sinr_budgeted,0.4,0.02,0.05,4,2,12,"{""0"": [[0, 11], [14, 11], [4, 11]], ""1"": [], ""2"": [[1, 13]], ""3"": [], ""4"": [], ""5"": [[5, 3], [3, 5], [9, 3]], ""6"": [[0, 11], [11, 0], [4, 11], [14, 11], [12, 11]], ""7"": [], ""8"": [], ""9"": []}","[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
62,2,balanced_sinr,0.8,0.04666666666666667,0.05185185185185185,10,2,12,"{""0"": [[0, 11]], ""1"": [[11, 14]], ""2"": [[13, 1]], ""3"": [[7, 6]], ""4"": [[9, 12]], ""5"": [[5, 3], [9, 3]], ""6"": [[0, 11], [4, 11]], ""7"": [[6, 5]], ""8"": [[2, 9]], ""9"": [[3, 9]]}","[0, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
63,2,proposed_c2f_adaptive_pd,1.0,0.03,0.03,10,0,12,"{""0"": [[0, 4]], ""1"": [[9, 12]], ""2"": [[0, 4]], ""3"": [[0, 14]], ""4"": [[0, 8]], ""5"": [[0, 6]], ""6"": [[0, 9]], ""7"": [[0, 9]], ""8"": [[1, 10]], ""9"": [[9, 8], [13, 8], [14, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
63,2,sense_sinr_budgeted,0.5,0.04,0.08,5,2,12,"{""0"": [[4, 5], [5, 4], [0, 4]], ""1"": [], ""2"": [[4, 0], [5, 4], [0, 4]], ""3"": [[2, 14]], ""4"": [[14, 8], [13, 8], [3, 8], [2, 8]], ""5"": [[5, 6]], ""6"": [], ""7"": [], ""8"": [], ""9"": []}","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
63,2,balanced_sinr,1.0,0.04666666666666667,0.04666666666666667,10,2,12,"{""0"": [[4, 5], [5, 4]], ""1"": [[9, 12]], ""2"": [[4, 0], [5, 4]], ""3"": [[2, 14]], ""4"": [[14, 8]], ""5"": [[5, 6]], ""6"": [[12, 9]], ""7"": [[7, 9]], ""8"": [[7, 10]], ""9"": [[9, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
64,2,proposed_c2f_adaptive_pd,1.0,0.06,0.06,10,0,10,"{""0"": [[8, 3]], ""1"": [[2, 13]], ""2"": [[2, 10]], ""3"": [[0, 7]], ""4"": [[1, 6]], ""5"": [[1, 6]], ""6"": [[0, 7]], ""7"": [[0, 12]], ""8"": [[1, 6]], ""9"": [[0, 12]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
64,2,sense_sinr_budgeted,0.3,0.013333333333333334,0.044444444444444446,3,2,12,"{""0"": [], ""1"": [[5, 13], [10, 13], [2, 13], [14, 13]], ""2"": [[13, 10], [4, 10], [2, 10]], ""3"": [], ""4"": [], ""5"": [], ""6"": [], ""7"": [[12, 8], [8, 12], [12, 3], [3, 12], [11, 12]], ""8"": [], ""9"": []}","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
64,2,balanced_sinr,1.0,0.07,0.07,10,2,12,"{""0"": [[12, 3]], ""1"": [[13, 5], [5, 13]], ""2"": [[13, 10]], ""3"": [[12, 7]], ""4"": [[1, 6]], ""5"": [[1, 6]], ""6"": [[12, 7]], ""7"": [[12, 8], [8, 12]], ""8"": [[1, 6]], ""9"": [[8, 12]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
65,2,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0.043333333333333335,10,0,10,"{""0"": [[0, 14]], ""1"": [[2, 0]], ""2"": [[4, 14]], ""3"": [[1, 0]], ""4"": [[0, 9]], ""5"": [[1, 13]], ""6"": [[0, 5]], ""7"": [[0, 3]], ""8"": [[0, 7]], ""9"": [[0, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
65,2,sense_sinr_budgeted,0.5,0.01,0.02,5,2,12,"{""0"": [[0, 14]], ""1"": [], ""2"": [], ""3"": [[0, 8], [8, 0], [0, 7], [7, 0], [14, 0], [2, 0]], ""4"": [], ""5"": [[10, 13], [1, 13]], ""6"": [], ""7"": [[11, 3], [2, 3]], ""8"": [], ""9"": [[2, 8]]}","[1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
65,2,balanced_sinr,1.0,0.03666666666666667,0.03666666666666667,10,2,12,"{""0"": [[0, 14]], ""1"": [[8, 0]], ""2"": [[6, 14]], ""3"": [[0, 8], [8, 0]], ""4"": [[2, 9]], ""5"": [[10, 13]], ""6"": [[7, 5]], ""7"": [[3, 11], [11, 3]], ""8"": [[0, 7]], ""9"": [[2, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
66,2,proposed_c2f_adaptive_pd,1.0,0.06,0.06,10,0,12,"{""0"": [[2, 11]], ""1"": [[8, 9], [5, 9]], ""2"": [[0, 2]], ""3"": [[0, 1]], ""4"": [[0, 6]], ""5"": [[6, 11]], ""6"": [[8, 9], [2, 9]], ""7"": [[3, 13]], ""8"": [[0, 2]], ""9"": [[1, 11]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
66,2,sense_sinr_budgeted,0.5,0.016666666666666666,0.03333333333333333,5,2,12,"{""0"": [], ""1"": [], ""2"": [[6, 2], [8, 2]], ""3"": [[12, 1]], ""4"": [[6, 2], [2, 6], [13, 6]], ""5"": [], ""6"": [], ""7"": [], ""8"": [[8, 2], [5, 2], [12, 2]], ""9"": [[6, 11], [11, 6], [13, 11]]}","[0, 0, 1, 1, 1, 0, 0, 0, 1, 1]"
