trial,arm,t_h1,threshold,detected,dof,rho_weighted,ncp_unit,ncp_best,kappa_db,eta_survive
12,perfect_channel,23.841263427368506,20.66856907571369,1,28,1.0,16.48917839799328,6.042525883125182,inf,1.0
13,no_ic,15.988600882510767,20.66856907571369,0,28,1.0,15.365982387713332,3.1407110618380707,0.0,1.0
13,fixed_kappa,16.17821681425393,20.66856907571369,0,28,1.0,15.374613918141273,3.1407354771356446,39.99999999999999,1.0
13,plain_ls,15.97861846464363,20.66856907571369,0,28,1.0,15.365747407706792,3.1407056191415053,41.89754315883146,0.9887430108921791
13,ridge_ls,15.98390159751599,20.66856907571369,0,28,1.0,15.36580915633497,3.1407071395463793,42.04940416697436,0.9900235755149
13,protected_ls,16.405672530953552,20.66856907571369,0,28,1.0,14.853514024086477,3.137962608214747,18.725229897606862,0.9852642399460106
13,tp_uic_stage1,16.40135644453948,20.66856907571369,0,28,1.0,14.853553966292408,3.1379629360651835,18.726333808959343,0.9867084576933863
13,tp_uic_full,15.991320946843224,20.66856907571369,0,28,1.0,15.373563852172332,3.140764394201637,42.024613646768856,0.9901374236480867
13,perfect_channel,16.377402042329205,20.66856907571369,0,28,1.0,15.376878446791219,3.1407426623146923,inf,1.0
14,no_ic,26.15602340877404,20.66856907571369,1,28,1.0,5.052088087579437,1.3208089096544426,0.0,1.0
14,fixed_kappa,25.187157643398823,20.66856907571369,1,28,1.0,6.278963333248123,1.3812388467099608,40.00000000000001,1.0
14,plain_ls,26.587154884651113,20.66856907571369,1,28,1.0,5.044962064148604,1.320625339637501,36.811651174833536,0.9802746548433013
14,ridge_ls,26.54723498052421,20.66856907571369,1,28,1.0,5.045197630442479,1.3206308421533526,36.82909487786878,0.9802950497129521
14,protected_ls,23.63544117397798,20.66856907571369,1,28,1.0,4.689216748474901,1.2526359701657501,6.638123378203118,0.9424458697917657
14,tp_uic_stage1,23.766423787810414,20.66856907571369,1,28,1.0,4.694981255047158,1.252879849601854,6.638424332651033,0.9742568870337824
14,tp_uic_full,29.514347771333355,20.66856907571369,1,28,1.0,5.444755144575202,1.3864114761699968,37.21763908813535,1.0077402171638181
14,perfect_channel,24.377120809335768,20.66856907571369,1,28,1.0,6.471925710499483,1.4437342091572218,inf,1.0
15,no_ic,17.73406735892251,20.66856907571369,0,28,1.0,3.880792031208962,1.174678197059217,0.0,1.0
15,fixed_kappa,16.01364174678789,20.66856907571369,0,28,1.0,4.485568424064311,1.1942886516807514,40.00000000000001,1.0
15,plain_ls,18.4388808073737,20.66856907571369,0,28,1.0,3.8789575585839016,1.1745850294819629,34.41323755080592,0.894657818202432
15,ridge_ls,18.43624857215233,20.66856907571369,0,28,1.0,3.878965904803608,1.174585740618222,34.42049244811458,0.8946632470376634
15,protected_ls,17.17036912323456,20.66856907571369,0,28,1.0,3.501090406711301,1.0863759351783986,5.806148044841962,0.9902273590665591
15,tp_uic_stage1,17.169793027543765,20.66856907571369,0,28,1.0,3.5015895874148892,1.0863865318660366,5.80637411857671,0.9914408936280694
15,tp_uic_full,19.668790903801888,20.66856907571369,0,28,1.0,4.107373392852564,1.2210316887866863,33.83892581774382,0.9209150658215525
15,perfect_channel,16.239160565275974,20.66856907571369,0,28,1.0,4.5314143068633905,1.1977451790614233,inf,1.0
16,no_ic,24.335613493842487,20.66856907571369,1,28,1.0,7.033794632090434,2.18592406033258,0.0,1.0
16,fixed_kappa,22.855522440789997,20.66856907571369,1,28,1.0,7.131301017506201,2.194777061739711,39.999999999999986,1.0
16,plain_ls,24.42126307231239,20.66856907571369,1,28,1.0,7.031667600932694,2.1857175080936413,35.62371131647623,0.8834579387035073
16,ridge_ls,24.41423221353161,20.66856907571369,1,28,1.0,7.031826923366807,2.1857356304040882,35.64964732792313,0.8834956159190396
16,protected_ls,20.22344348058257,20.66856907571369,0,28,1.0,6.250609355603877,2.0978837307556737,12.880644743535811,0.9592071908928947
16,tp_uic_stage1,20.23608920115176,20.66856907571369,0,28,1.0,6.252321669801943,2.098033707048235,12.880582987963699,0.9592704968842877
16,tp_uic_full,25.241505566849817,20.66856907571369,1,28,1.0,7.115853330119691,2.1964413246824765,35.50972073041136,0.9144133051088014
16,perfect_channel,22.62952520774805,20.66856907571369,1,28,1.0,7.138036489564278,2.1953727588614766,inf,1.0
17,no_ic,12.420597754534532,20.66856907571369,0,28,1.0,4.373290950331163,1.0394983585785351,0.0,1.0
