split,scene_id,boost_db,two_cpi_h0,two_cpi_h1,perfect_two_cpi_h0,perfect_two_cpi_h1,crossfit_map_h0,map_seconds_h0,crossfit_map_h1,map_seconds_h1
test,60,50.0,21.28657125411332,23.051274425014856,15.782702734229309,15.689057652537652,13.228346773599876,5.714389200089499,15.552750223143866,5.606441200012341
test,61,50.0,16.49431193873477,18.207039217629323,11.623067416253068,13.805538875432202,13.029634774968065,5.612664100015536,13.651355726897759,5.648584999842569
test,62,50.0,10.883559801654364,12.079967336146094,11.048175238066865,11.575606355989756,10.96278681104781,5.469941499875858,12.291050113932922,5.4856994999572635
test,63,50.0,20.07039729279035,15.648471836366902,20.59853308800966,14.920923312953288,19.94004052668258,5.479913099901751,15.144427050461456,5.557256999891251
test,64,50.0,32.52151334681989,30.567112537100005,13.63392272872633,8.799264191435363,14.985832368024742,5.524091999977827,9.589009034405688,5.4945803000591695
test,65,50.0,7.449951489128756,13.601978670930539,7.496567954111754,13.453866916053247,7.3503685947214334,5.589472100138664,13.523964312514495,5.59381220000796
test,66,50.0,15.891860764064683,24.792312371400094,10.020554349678566,16.14554585026952,10.776359771892462,5.643138400046155,16.577366492940616,5.654592999955639
test,67,50.0,16.076519245725613,33.42477875645932,13.384607819246677,105.33820821545555,9.530083637849831,5.624974800040945,29.336531106945877,5.653506099944934
test,68,50.0,29.063254622608014,32.947967012872525,15.527850773405731,24.413632097087152,15.537339906914129,5.634762099944055,24.885080716569348,5.5374757999088615
test,69,50.0,14.496977660162404,32.4321160439608,13.130108359771508,32.49682593211664,13.737458799088621,5.655120400013402,32.684449929491905,5.615029700100422
test,70,50.0,37.93345252173205,46.726236759091634,24.42793083641607,26.567991948844465,18.17094958363439,5.6025712001137435,20.683336133815644,5.621700100135058
test,71,50.0,18.514202299389943,66.95423966241387,17.56815036075136,74.20638529305006,18.169825700837187,5.666261099977419,69.80673079389491,5.613790300209075
test,72,50.0,79.08239414993835,71.13064025857156,12.388360236287141,16.63758447854851,10.751495842288225,5.621970999985933,15.129813912862089,5.5000085001811385
test,73,50.0,11.61933426309704,23.41636102774743,7.477163334136206,88.31134432161757,12.295057202915862,5.709633799968287,13.6139792234914,5.637443200219423
test,74,50.0,12.835295005272815,18.420210133132976,12.57516969868843,19.58182880243914,12.744684854658654,5.521484300028533,19.161464668075936,5.466162400087342
test,75,50.0,15.043955206801957,17.32640448280251,13.861211141274861,16.906308457566787,14.66031547923637,5.460533700184897,16.49523933603343,5.469472999917343
test,76,50.0,73.9933030464708,71.30336390211943,17.061142192797536,7.603955290767405,18.409486522856866,5.4799434000160545,8.04646195016373,5.467614700086415
test,77,50.0,20.275563648239952,12.415743953932758,14.004485368789984,15.02151969441164,13.612347784029618,5.490483399946243,14.517013712444498,5.4878430000972
test,78,50.0,30.568753305677212,22.44227728517712,14.99202101891635,15.848210352609604,14.281264953401797,5.47253829985857,17.729990341318192,5.448257100069895
test,79,50.0,14.384234699846905,18.116894867593,13.410864489030363,13.28184652568747,13.57060596250846,5.4887216000352055,13.391427026913608,5.448112900136039
test,80,50.0,21.411628038346084,32.77232700205004,10.135848949259554,22.4792409896031,9.257307592212939,5.466673800023273,14.890438681728053,5.46532450011
