split,scene_id,boost_db,nominal_h1,perfect_h1,nominal_h0,perfect_h0
calibration,33,30.0,8.219297477788917,16.771551691617812,6.41894824893522,10.609835002622223
calibration,34,30.0,13.707982001447528,17.174366854771463,6.777552692235655,6.384838068620188
calibration,35,30.0,8.17769269459042,7.980926680800694,2.8284552159482397,3.2181597157608057
calibration,36,30.0,32.032759965377736,34.369559287516886,11.477398128662589,13.222995966933649
calibration,37,30.0,11.21217849467196,6.930290041019035,10.10238814451754,9.505808602290397
calibration,38,30.0,12.205154781901797,10.812133288638995,3.772033709484284,3.905452282852787
calibration,39,30.0,5.870936725512415,7.009632124303831,6.92849355225351,5.570376551214469
calibration,40,30.0,16.149219553792182,19.23312090351628,2.8540224766935274,3.0622970097132254
test,41,30.0,4.292762838086099,4.610592857366932,6.805190830523401,7.2181842235272695
test,42,30.0,14.27172733192513,11.62955429443115,3.891754550239554,5.638397825641794
test,43,30.0,19.90932731585492,15.061832962643031,3.2894709314822084,5.977036480221724
test,44,30.0,7.404024402112281,7.546574484338409,2.5759087775551137,2.4966995429558687
test,45,30.0,5.673384870025416,3.9696101754916078,3.0140359535207026,4.944897314904095
test,46,30.0,5.9398471227187875,5.756636987385143,4.958650142527193,4.5215182810467756
test,47,30.0,11.190049656792182,24.0784023546637,2.635024904238199,6.700331035027128
test,48,30.0,24.355649173206388,24.884193712552378,4.897388166403752,4.903400368307276
test,49,30.0,11.036910860941383,9.420655725196346,7.687654671878201,7.996774506309256
test,50,30.0,8.048226980941159,7.979041308139674,4.806564433634577,5.73906444912471
test,51,30.0,12.930529843032538,13.902883956017476,5.170685603836562,5.243329714492541
test,52,30.0,10.066118930683738,11.550960002652822,5.4067927231279445,5.747168942560017
test,53,30.0,7.265547048193866,8.916737872249556,4.577017247890369,6.137585758307047
test,54,30.0,6.690003880020324,6.3774738063293865,4.867746216590559,6.1011985054967655
test,55,30.0,9.797122079104359,10.292541806745165,10.635097416377718,11.054242136274594
test,56,30.0,12.788855792793033,52.60551693668891,6.444573911047199,6.730677270656445
test,57,30.0,13.184803501562625,12.717317116264432,4.6527267142821,4.540479241288046
test,58,30.0,3.2881972175605134,5.87370606857804,6.599885248942626,7.705410630815844
test,59,30.0,10.601943149615328,19.925094960333894,12.480498929806368,10.87167361738868
test,60,30.0,4.883798796889866,4.520551405542438,3.028526961594931,2.06295876214549
test,61,30.0,6.106583721011496,6.352000202332128,6.641744762891661,6.685627824308402
test,62,30.0,4.296081437380982,4.149568779294723,7.137754512822647,7.048498249266139
test,63,30.0,18.860841491749134,17.832835348511697,8.124330435736432,8.066224752844203
test,64,30.0,9.154100816868603,8.84117660295454,6.325190732820861,5.950441833934211
test,65,30.0,7.148537781743667,7.364334239652624,7.2905692952607,8.351477149194118
test,66,30.0,21.347892015286384,21.934639829556264,5.563589608930012,5.620596484557421
test,67,30.0,19.956255725119846,23.590526028850668,4.529044471982625,7.2409217451214625
test,68,30.0,13.688579528051372,15.741448559272174,5.06780878781354,4.335249915305664
test,69,30.0,4.451638704103714,5.160365491972049,5.092185888238041,4.4415968811051965
test,70,30.0,82.26850360276988,89.72697895246974,6.179524876789459,5.694053365069424
test,71,30.0,22.76751075373022,22.129839281975023,7.360830686437694,6.018071203505822
test,72,30.0,4.950897134094054,5.2506415872885155,5.2207281217392225,4.3590974617238
test,73,30.0,8.804681679864169,5.848657352588498,6.334446219751439,4.676230916114428
test,74,30.0,6.095006951714975,5.021569370932307,4.770782229750031,6.934897076271669
test,75,30.0,7.592151832020585,7.357540059873221,4.1225345054644835,4.108704066093936
test,76,30.0,5.590311851755587,5.578962767605034,4.667863691797133,4.945666704170948
test,77,30.0,8.289257862304389,6.089846735420129,8.675804033875014,7.897208515628845
test,78,30.0,12.340542354729298,12.022826160436178,8.544468748428297,8.25809357651289
test,79,30.0,13.619409306494871,16.139508801595124,6.354518291544212,7.841193631191519
test,80,30.0,4.553469670004164,11.510272864654448,7.15863141806667,6.3845999912352
