split,scene_id,receiver,target,realisation,direct_gain_boost_db,arm,conflict_index,direct_inr_db,stat_h0,stat_h1,dof_real,identifiable_fraction,kappa_accounted_db,kappa_structural_db,i_in,i_res,i_res_structural,i_res_estimate,eta_survive_q,eta_survive_field,eta_survive_pred_q,eta_survive_risk_q,eta_protect,protect_dim,n_coefficients,calibration_error_db
calibration,0,0,0,7,0.0,tp_uic_full,0.0014475561497371467,2.3566281428481157,8.91561028819906,5.0716257080954215,10,0.9988430070293349,14.63160029040049,14.64271242200978,1.0799010968502004e-09,3.717268685966431e-11,3.707769606294412e-11,9.499079672019294e-14,0.999964916478068,0.9990736099818089,0.999996592600557,0.9998189739913648,0.9071060858139118,45,5,22.873285014396075
calibration,0,0,0,7,0.0,perfect_channel,0.0014475561497371467,2.3566281428481157,9.36245967562312,4.854370760483898,10,0.9988430977670611,inf,inf,1.0799010968502004e-09,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9071060858139118,0,5,nan
calibration,0,0,0,0,20.0,no_ic,0.0017895041784108212,22.352714214268445,4.846761981852664,7.6421836498956015,10,0.9988401231359173,0.0,0.0,1.0789283118044112e-07,1.0789283118044112e-07,1.0789283118044112e-07,0.0,1.0,1.0,1.0,1.0,0.8974667156113038,0,5,0.0
calibration,0,0,0,0,20.0,plain_ls,0.0017895041784108212,22.352714214268445,4.846790489400151,7.642115970366825,10,0.9988401443622857,15.230925776542765,15.231162578670162,1.0789283118044112e-07,3.235191640834227e-09,3.2350152445387853e-09,1.7639629544173515e-13,0.9999103295516535,0.9985362436621895,0.9999723527010443,0.9987388132727196,0.8974667156113038,0,5,42.27632914963735
calibration,0,0,0,0,20.0,ridge_ls,0.0017895041784108212,22.352714214268445,4.846789084738697,7.6421191039327345,10,0.9988401443525117,15.230925778175244,15.231162576461394,1.0789283118044112e-07,3.2351916396181434e-09,3.235015246184073e-09,1.7639343407020023e-13,0.9999103295516928,0.9985362436624804,0.9999723527010509,0.9987388132728995,0.8974667156113038,0,5,42.27632914800487
calibration,0,0,0,0,20.0,protected_ls,0.0017895041784108212,22.352714214268445,6.553896170964414,11.426578715758742,10,0.9983533795012356,13.805456344840316,13.805628002809215,1.0789283118044112e-07,4.492074547797026e-09,4.491896998878907e-09,1.7754891811828038e-13,0.9998972577828591,0.9998723761669241,1.0,0.998724241029323,0.8974667156113038,45,5,5.167200049092417
calibration,0,0,0,0,20.0,tp_uic_stage1,0.0017895041784108212,22.352714214268445,6.553896124216105,11.426578636673092,10,0.9983533795091901,13.805456346463787,13.805628001180732,1.0789283118044112e-07,4.492074546117807e-09,4.4918970005632406e-09,1.7754555456633245e-13,0.9998972577828822,0.9998723761669537,1.0,0.9987242410295032,0.8974667156113038,45,5,5.1672000474689455
calibration,0,0,0,0,20.0,tp_uic_full,0.0017895041784108212,22.352714214268445,4.847686133939024,7.642531443020736,10,0.9988411472738941,15.230913393735648,15.231154966888752,1.0789283118044112e-07,3.2352008651768915e-09,3.2350209144819925e-09,1.799506948991361e-13,0.9999291264778662,0.9991005459604836,1.000001145377836,0.998745011506843,0.8974667156113038,45,5,42.263994038420634
calibration,0,0,0,0,20.0,perfect_channel,0.0017895041784108212,22.352714214268445,2.707381641729338,4.144474626632995,10,0.9988430977670611,inf,inf,1.0789283118044112e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8974667156113038,0,5,nan
calibration,0,0,0,1,20.0,no_ic,0.0017500313142839762,22.07643433200808,3.8902074105938724,5.363526007595958,10,0.9988418415921931,0.0,0.0,1.0124290573745516e-07,1.0124290573745516e-07,1.0124290573745516e-07,0.0,1.0,1.0,1.0,1.0,0.9105809611332915,0,5,0.0
calibration,0,0,0,1,20.0,plain_ls,0.0017500313142839762,22.07643433200808,3.890290064051513,5.363605407414882,10,0.998841863700266,12.429792659791223,12.430032025092126,1.0124290573745516e-07,5.786092006481515e-09,5.785773109616572e-09,3.188968649429761e-13,0.9998648300622028,0.9993208966569654,0.9999788991217601,0.9997004731292676,0.9105809611332915,0,5,44.801182488672914
calibration,0,0,0,1,20.0,ridge_ls,0.0017500313142839762,22.07643433200808,3.8902909850496434,5.363607491459506,10,0.998841863693359,12.429792661971351,12.430032023576992,1.0124290573745516e-07,5.7860920035769375e-09,5.785773111635069e-09,3.188919418688299e-13,0.9998648300622482,0.9993208966571164,0.9999788991217661,0.9997004731293425,0.9105809611332915,0,5,44.80118248649278
calibration,0,0,0,1,20.0,protected_ls,0.0017500313142839762,22.07643433200808,5.13674251822466,10.128716929796232,10,0.9986354487581266,11.806840014385571,11.807047769822974,1.0124290573745516e-07,6.678525672585919e-09,6.67820619654065e-09,3.1947604526935606e-13,0.9999409157870723,0.9999751333806188,1.0,0.9997552474661239,0.9105809611332915,45,5,7.015237382852461
calibration,0,0,0,1,20.0,tp_uic_stage1,0.0017500313142839762,22.07643433200808,5.136742424445712,10.128716790302711,10,0.9986354487636687,11.806840016744225,11.807047768469129,1.0124290573745516e-07,6.678525668958814e-09,6.678206198622476e-09,3.19470336337663e-13,0.9999409157870851,0.99997513338063,1.0,0.9997552474661794,0.9105809611332915,45,5,7.01523738049381
calibration,0,0,0,1,20.0,tp_uic_full,0.0017500313142839762,22.07643433200808,3.890181979621511,5.36387956008279,10,0.998842021343904,12.429778729027346,12.4300216452529,1.0124290573745516e-07,5.786110566425091e-09,5.785786937898752e-09,3.236285263388546e-13,0.9998771695290252,0.9996422020606054,1.0000005123218885,0.9997098055178859,0.9105809611332915,45,5,44.788655663496435
calibration,0,0,0,1,20.0,perfect_channel,0.0017500313142839762,22.07643433200808,1.1837090542796673,3.475278205872508,10,0.9988430977670611,inf,inf,1.0124290573745516e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9105809611332915,0,5,nan
calibration,0,0,0,2,20.0,no_ic,0.0017853372311478852,22.248479942325115,2.040663331696375,12.871058027983416,10,0.9988410036049654,0.0,0.0,1.0533414204212038e-07,1.0533414204212038e-07,1.0533414204212038e-07,0.0,1.0,1.0,1.0,1.0,0.8928574217308249,0,5,0.0
calibration,0,0,0,2,20.0,plain_ls,0.0017853372311478852,22.248479942325115,2.0406557641555856,12.871015211363835,10,0.9988410247456595,21.157441517386705,21.15912569024516,1.0533414204212038e-07,8.069098379859163e-10,8.065969829447029e-10,3.128550412134134e-13,0.999920341424397,0.9987544379271789,0.9999790450437175,0.9993847510200666,0.8928574217308249,0,5,36.245579183696954
calibration,0,0,0,2,20.0,ridge_ls,0.0017853372311478852,22.248479942325115,2.0406556884203044,12.871014233931026,10,0.9988410247385354,21.157441531502748,21.159125680311742,1.0533414204212038e-07,8.069098353631845e-10,8.065969847895944e-10,3.1285057359001527e-13,0.9999203414244313,0.9987544379274336,0.9999790450437241,0.9993847510201592,0.8928574217308249,0,5,36.2455791695809
calibration,0,0,0,2,20.0,protected_ls,0.0017853372311478852,22.248479942325115,3.041058667694963,13.098933394415859,10,0.9984798420228248,17.17075290893871,17.171428779111174,1.0533414204212038e-07,2.020662916668962e-09,2.0203484757567436e-09,3.1444091221835353e-13,0.9999365059863986,0.9999524026584422,1.0,0.9993668721280189,0.8928574217308249,45,5,1.9462754767977961
calibration,0,0,0,2,20.0,tp_uic_stage1,0.0017853372311478852,22.248479942325115,3.041058652272792,13.098933395223014,10,0.998479842033966,17.170752914861175,17.171428775060892,1.0533414204212038e-07,2.020662913913388e-09,2.0203484776409436e-09,3.144362724446385e-13,0.99993650598642,0.9999524026584582,1.0,0.9993668721281135,0.8928574217308249,45,5,1.9462754708753314
