split,scene_id,receiver,target,realisation,direct_gain_boost_db,arm,selected_base_arm,conflict_index,direct_inr_db,tested_protected,n_protected_targets,stat_h0,stat_h1,whitened_residual_power_h0,whitened_residual_ratio_h0,dof_real,identifiable_fraction,ncp_unit,kappa_accounted_db,kappa_structural_db,i_in,i_res,i_res_structural,i_res_estimate,eta_survive_q,eta_survive_field,eta_survive_pred_q,eta_survive_risk_q,eta_protect,s_q_energy,post_ic_sinr,protect_dim,n_coefficients,calibration_error_db
test,8,0,1,1,30.0,perfect_channel,perfect_channel,0.07851764459706989,28.216795261920936,0,1,2.9707861898635413,2.5787960260033866,16296.541558094972,0.9946619603329451,10,0.9499315187227884,0.5233127349462958,inf,inf,4.1629452020523086e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3439289458619305,1.973067316077562e-14,3.143552620904595e-05,0,5,nan
test,9,0,1,0,30.0,tp_uic_full,tp_uic_full,0.0018614529415730606,31.033149031065356,0,1,103.06853479661328,152.76366688879125,2039811.7464098562,124.50022866271095,10,0.9638641237852172,0.8182622155797419,10.113878071865994,10.113885302874335,7.962254796039367e-07,7.756186868552129e-08,7.756173954502427e-08,1.2914049701526555e-13,0.9999902639849187,0.9998397717552094,0.999917682356544,0.9996974896749742,0.1201888017083231,3.817313901869174e-14,4.882082079739181e-07,15,5,56.07314192802725
test,9,0,1,0,30.0,perfect_channel,perfect_channel,0.0018614529415730606,31.033149031065356,0,1,2.445141139695677,6.5696830207558055,16424.99051573266,1.002501862532511,10,0.9638830946238416,0.81834806228599,inf,inf,7.962254796039367e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1201888017083231,3.817313901869174e-14,6.081864021189162e-05,0,5,nan
test,9,0,1,1,30.0,tp_uic_full,tp_uic_full,0.0029427018222906334,30.96745714780664,0,1,2171.4952553549483,2414.7097895258016,1287177.3277657675,78.56306932164108,10,0.9638557640084146,0.8182654468421858,12.07112155577253,12.071146663626635,7.84272311746209e-07,4.868046603196645e-08,4.8680184596544925e-08,2.814354215209645e-13,0.9997354902160279,0.9997147023487648,0.9999302516749933,0.9993515731910435,0.14862671394851834,2.658116203600219e-14,5.389402468796429e-07,15,5,54.05024138585034
test,9,0,1,1,30.0,perfect_channel,perfect_channel,0.0029427018222906334,30.96745714780664,0,1,5.4751399018254565,5.527486350055667,16048.182164346086,0.9795033059293266,10,0.9638830946238416,0.81834806228599,inf,inf,7.84272311746209e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.14862671394851834,2.658116203600219e-14,4.234993956064277e-05,0,5,nan
test,10,0,1,0,30.0,tp_uic_full,tp_uic_full,0.0023981597525228877,28.71943712461293,0,1,44.20414189255372,46.99425868442355,361956.6709873246,22.0920819694412,10,0.997845414283871,0.5814324867305704,15.473828940387444,15.473902647492789,4.673743567713859e-07,1.325201706372372e-08,1.3251792156530605e-08,2.2490719311489659e-13,0.9999935730834985,0.9999961094980797,0.999969194483971,0.9998961820914333,0.21585439419402727,1.9365371965053633e-14,1.395223681316774e-06,15,5,48.40001041065386
test,10,0,1,0,30.0,perfect_channel,perfect_channel,0.0023981597525228877,28.71943712461293,0,1,1.5336603251051495,5.368844407775164,16365.753812409705,0.9988863410894595,10,0.9978453219788425,0.5814503564614742,inf,inf,4.673743567713859e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.21585439419402727,1.9365371965053633e-14,3.085351690714624e-05,0,5,nan
test,10,0,1,1,30.0,tp_uic_full,tp_uic_full,0.002616384254375117,28.277509114807945,0,1,55.32118415241463,37.25205977016498,555799.6610176323,33.923319153908224,10,0.9978451637980118,0.5814294542412275,13.103852417380342,13.103869438643553,4.221551380895887e-07,2.0657931725279813e-08,2.065785076099891e-08,8.096428090035338e-14,0.9999621098802229,0.9999808326356725,0.999964243450862,0.9998816549656341,0.29337499103266895,2.2208671146340552e-14,1.043327096388324e-06,15,5,50.32804039380139
test,10,0,1,1,30.0,perfect_channel,perfect_channel,0.002616384254375117,28.277509114807945,0,1,8.321800265545534,6.7963203102067435,16351.226462021525,0.9979996619886184,10,0.9978453219788425,0.5814503564614742,inf,inf,4.221551380895887e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.29337499103266895,2.2208671146340552e-14,3.538355018098261e-05,0,5,nan
test,11,0,1,0,30.0,tp_uic_full,tp_uic_full,0.013849384775875183,26.030483097229606,0,1,612.0624698469106,601.9307571787883,288872.29157644615,17.63136545266395,10,0.8941765470331428,1.1887564858119912,13.744134738114255,13.744218136696926,2.516340906604396e-07,1.062566216956533e-08,1.0625458124454642e-08,2.0404511068818388e-13,0.9987904508028801,0.9210457320012572,0.9984640403261078,0.992270638962725,0.2542810789976319,4.7783923620428935e-14,4.2410717498844615e-06,15,5,47.43819565760003
test,11,0,1,0,30.0,perfect_channel,perfect_channel,0.013849384775875183,26.030483097229606,0,1,4.181830356140848,5.865958590966935,16444.451334731282,1.0036896566608449,10,0.8943776622868096,1.190876337851277,inf,inf,2.516340906604396e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2542810789976319,4.7783923620428935e-14,7.613084313449724e-05,0,5,nan
test,11,0,1,1,30.0,tp_uic_full,tp_uic_full,0.019838778141157316,26.006795228005394,0,1,747.2794078158477,759.5306308187844,330123.32316588494,20.149128611199032,10,0.8938415309084892,1.186204673124824,13.010438366323907,13.010532035844292,2.502653306511791e-07,1.2512867741015092e-08,1.251259786383978e-08,2.6987717531304206e-13,0.9976802984810168,0.9157131582702123,0.9967769010404421,0.9880950500771434,0.10828236182381279,5.565259289690378e-14,4.225364204854111e-06,15,5,48.14717992756642
test,11,0,1,1,30.0,perfect_channel,perfect_channel,0.019838778141157316,26.006795228005394,0,1,0.9545096375085566,2.7352115648217374,16434.01609293756,1.0030527400474585,10,0.8943776622868096,1.190876337851277,inf,inf,2.502653306511791e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.10828236182381279,5.565259289690378e-14,8.866745337862618e-05,0,5,nan
