condition,trial,method,pd,pfa,reports,observations,active_targets,capture,bits,delay_ms,selector_seconds,objective_gain,extra_pd_evaluations,accepted_moves
rcs1_k0,18,robust,0.4,0.04,0,55,10,1.0,0.0,0.0,3.563721000100486,0.0,0,0
rcs1_k0,19,v1,0.5,0.03666666666666667,0,53,10,1.0,0.0,0.0,4.096459100022912,0.0,0,0
rcs1_k0,19,joint,0.5,0.03666666666666667,0,53,10,1.0,0.0,0.0,4.204151700017974,0.0,338,0
rcs1_k0,19,balanced,0.6,0.04666666666666667,0,60,10,1.0,0.0,0.0,0.5517829000018537,0.0,0,0
rcs1_k0,19,robust,0.5,0.04666666666666667,0,60,10,1.0,0.0,0.0,4.364327999996021,0.0,0,0
rcs1_k0,20,v1,0.4,0.056666666666666664,0,53,10,1.0,0.0,0.0,3.3169401000486687,0.0,0,0
rcs1_k0,20,joint,0.4,0.056666666666666664,0,53,10,1.0,0.0,0.0,3.421067700139247,0.0,323,0
rcs1_k0,20,balanced,0.4,0.04,0,60,10,1.0,0.0,0.0,0.40947119996417314,0.0,0,0
rcs1_k0,20,robust,0.4,0.05,0,60,10,1.0,0.0,0.0,3.9194673999445513,0.0,0,0
rcs1_k0,21,v1,0.3,0.05,0,55,10,1.0,0.0,0.0,3.3425987000809982,0.0,0,0
rcs1_k0,21,joint,0.3,0.05,0,55,10,1.0,0.0,0.0,3.4488069999497384,0.0,314,0
rcs1_k0,21,balanced,0.3,0.05,0,60,10,1.0,0.0,0.0,0.4016545000486076,0.0,0,0
rcs1_k0,21,robust,0.3,0.05333333333333334,0,55,10,1.0,0.0,0.0,3.5093162999255583,0.0,0,0
rcs1_k0,22,v1,0.6,0.05333333333333334,0,49,10,1.0,0.0,0.0,3.1654281000373885,0.0,0,0
rcs1_k0,22,joint,0.6,0.05333333333333334,0,49,10,1.0,0.0,0.0,3.264471400063485,0.0,311,0
rcs1_k0,22,balanced,0.6,0.05333333333333334,0,60,10,1.0,0.0,0.0,0.5330075999954715,0.0,0,0
rcs1_k0,22,robust,0.6,0.06333333333333334,0,55,10,1.0,0.0,0.0,4.050084799993783,0.0,0,0
rcs1_k0,23,v1,0.2,0.05333333333333334,0,55,10,1.0,0.0,0.0,3.2498659000266343,0.0,0,0
rcs1_k0,23,joint,0.2,0.05333333333333334,0,55,10,1.0,0.0,0.0,3.3588885000208393,0.0,320,0
rcs1_k0,23,balanced,0.2,0.056666666666666664,0,60,10,1.0,0.0,0.0,0.4177899000933394,0.0,0,0
rcs1_k0,23,robust,0.2,0.04666666666666667,0,60,10,1.0,0.0,0.0,3.852538699982688,0.0,0,0
rcs1_k0,24,v1,0.5,0.06666666666666667,0,46,10,1.0,0.0,0.0,2.9136201000073925,0.0,0,0
rcs1_k0,24,joint,0.5,0.06666666666666667,0,46,10,1.0,0.0,0.0,3.0158590000355616,0.0,312,0
rcs1_k0,24,balanced,0.5,0.07,0,60,10,1.0,0.0,0.0,0.452190599986352,0.0,0,0
rcs1_k0,24,robust,0.5,0.06666666666666667,0,58,10,1.0,0.0,0.0,4.117920999997295,0.0,0,0
rcs1_k0,25,v1,0.6,0.03,0,40,10,1.0,0.0,0.0,2.7578937000362203,0.0,0,0
rcs1_k0,25,joint,0.6,0.03,0,40,10,1.0,0.0,0.0,2.8492426000302657,0.0,284,0
rcs1_k0,25,balanced,0.7,0.04,0,60,10,1.0,0.0,0.0,0.43366470001637936,0.0,0,0
rcs1_k0,25,robust,0.7,0.04666666666666667,0,59,10,1.0,0.0,0.0,4.114076099940576,0.0,0,0
rcs1_k0,26,v1,0.3,0.06333333333333334,0,50,10,1.0,0.0,0.0,3.6526685999706388,0.0,0,0
rcs1_k0,26,joint,0.3,0.06333333333333334,0,50,10,1.0,0.0,0.0,3.757056900067255,0.0,307,0
rcs1_k0,26,balanced,0.3,0.043333333333333335,0,60,10,1.0,0.0,0.0,0.532597600016743,0.0,0,0
rcs1_k0,26,robust,0.3,0.05,0,60,10,1.0,0.0,0.0,4.5357846999540925,0.0,0,0
rcs1_k0,27,v1,0.7,0.043333333333333335,0,56,10,1.0,0.0,0.0,4.000383000005968,0.0,0,0
rcs1_k0,27,joint,0.7,0.043333333333333335,0,56,10,1.0,0.0,0.0,4.101580000016838,0.0,310,0
rcs1_k0,27,balanced,0.7,0.03666666666666667,0,60,10,1.0,0.0,0.0,0.5057664000196382,0.0,0,0
