condition,trial,seed,pd_before,pd_after,pfa_before,pfa_after,reports_before,reports_after,report_lower_bound,already_at_count_bound,changed_targets,candidate_pd_evaluations,min_predicted_pd_change,fine_evaluations_before,fine_evaluations_after
nominal,40,7319,1.0,1.0,0.06666666666666667,0.06666666666666667,1,1,1,1,0,0,0.0,66.0,66.0
nominal,41,7319,1.0,1.0,0.056666666666666664,0.056666666666666664,3,3,3,1,0,0,0.0,86.0,86.0
nominal,42,7319,1.0,1.0,0.03333333333333333,0.03333333333333333,1,1,1,1,0,0,0.0,58.0,58.0
nominal,43,7319,0.9,0.9,0.05,0.05,3,3,3,1,0,0,0.0,75.0,75.0
nominal,44,7319,1.0,1.0,0.03333333333333333,0.03333333333333333,1,1,1,1,0,0,0.0,60.0,60.0
nominal,45,7319,0.9,0.9,0.05,0.05,0,0,0,1,0,0,0.0,56.0,56.0
nominal,46,7319,0.9,0.9,0.05,0.05,5,2,2,0,2,2,0.0,86.0,86.0
nominal,47,7319,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,55.0,55.0
nominal,48,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,0,0,0,1,0,0,0.0,67.0,67.0
nominal,49,7319,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,55.0,55.0
nominal,50,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,67.0,67.0
nominal,51,7319,1.0,1.0,0.07,0.07,0,0,0,1,0,0,0.0,55.0,55.0
nominal,52,7319,1.0,1.0,0.03333333333333333,0.03333333333333333,4,3,3,0,1,1,0.0,60.0,60.0
nominal,53,7319,1.0,1.0,0.03,0.03,0,0,0,1,0,0,0.0,55.0,55.0
nominal,54,7319,0.9,0.9,0.05333333333333334,0.05333333333333334,3,3,3,1,0,0,0.0,60.0,60.0
nominal,55,7319,1.0,1.0,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,59.0,59.0
nominal,56,7319,1.0,1.0,0.06666666666666667,0.06666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,57,7319,0.9,0.9,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,56.0,56.0
nominal,58,7319,1.0,1.0,0.04,0.04,0,0,0,1,0,0,0.0,55.0,55.0
nominal,59,7319,1.0,1.0,0.04,0.04,1,1,1,1,0,0,0.0,61.0,61.0
nominal,60,7319,1.0,1.0,0.04,0.04,0,0,0,1,0,0,0.0,59.0,59.0
nominal,61,7319,1.0,1.0,0.02666666666666667,0.02666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,62,7319,1.0,1.0,0.056666666666666664,0.056666666666666664,1,1,1,1,0,0,0.0,60.0,60.0
nominal,63,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,3,3,3,1,0,0,0.0,68.0,68.0
nominal,64,7319,1.0,1.0,0.06666666666666667,0.06666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,65,7319,1.0,1.0,0.023333333333333334,0.023333333333333334,1,1,1,1,0,0,0.0,60.0,60.0
nominal,66,7319,1.0,1.0,0.056666666666666664,0.056666666666666664,1,1,1,1,0,0,0.0,56.0,56.0
nominal,67,7319,1.0,1.0,0.06333333333333334,0.06333333333333334,0,0,0,1,0,0,0.0,75.0,75.0
nominal,68,7319,0.9,0.9,0.05,0.05,5,5,5,1,0,0,0.0,113.0,113.0
nominal,69,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,1,1,1,1,0,0,0.0,56.0,56.0
nominal,70,7319,0.9,0.9,0.056666666666666664,0.056666666666666664,0,0,0,1,0,0,0.0,55.0,55.0
nominal,71,7319,0.9,0.9,0.06333333333333334,0.06333333333333334,3,1,1,0,1,1,0.0,67.0,67.0
nominal,72,7319,1.0,1.0,0.03666666666666667,0.03666666666666667,1,1,1,1,0,0,0.0,61.0,61.0
nominal,73,7319,1.0,1.0,0.06666666666666667,0.06666666666666667,0,0,0,1,0,0,0.0,56.0,56.0
nominal,74,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,1,1,1,1,0,0,0.0,67.0,67.0
nominal,75,7319,1.0,1.0,0.056666666666666664,0.056666666666666664,0,0,0,1,0,0,0.0,55.0,55.0
nominal,76,7319,1.0,1.0,0.06333333333333334,0.06333333333333334,0,0,0,1,0,0,0.0,55.0,55.0
nominal,77,7319,1.0,1.0,0.06333333333333334,0.06333333333333334,0,0,0,1,0,0,0.0,55.0,55.0
nominal,78,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,55.0,55.0
nominal,79,7319,0.9,0.9,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,80,7319,1.0,1.0,0.03333333333333333,0.03333333333333333,0,0,0,1,0,0,0.0,58.0,58.0
nominal,81,7319,0.9,0.9,0.05,0.05,0,0,0,1,0,0,0.0,57.0,57.0
nominal,82,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,1,1,1,1,0,0,0.0,57.0,57.0
nominal,83,7319,1.0,1.0,0.03666666666666667,0.03666666666666667,2,2,2,1,0,0,0.0,85.0,85.0
nominal,84,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,0,0,0,1,0,0,0.0,56.0,56.0
nominal,85,7319,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,55.0,55.0
nominal,86,7319,0.9,0.9,0.03,0.03,6,6,6,1,0,0,0.0,98.0,98.0
nominal,87,7319,0.9,0.9,0.05,0.05,1,1,1,1,0,0,0.0,67.0,67.0
nominal,88,7319,1.0,1.0,0.05,0.05,3,3,3,1,0,0,0.0,76.0,76.0
nominal,89,7319,1.0,1.0,0.04666666666666667,0.04666666666666667,1,1,1,1,0,0,0.0,62.0,62.0
nominal,90,7319,0.9,0.9,0.05,0.05,0,0,0,1,0,0,0.0,55.0,55.0
nominal,91,7319,0.8,0.8,0.06333333333333334,0.06333333333333334,0,0,0,1,0,0,0.0,79.0,79.0
nominal,92,7319,0.9,0.9,0.07,0.07,0,0,0,1,0,0,0.0,59.0,59.0
nominal,93,7319,0.8,0.8,0.056666666666666664,0.056666666666666664,0,0,0,1,0,0,0.0,56.0,56.0
nominal,94,7319,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,55.0,55.0
nominal,95,7319,1.0,1.0,0.03,0.03,0,0,0,1,0,0,0.0,75.0,75.0
nominal,96,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,1,1,1,1,0,0,0.0,59.0,59.0
nominal,97,7319,1.0,1.0,0.06666666666666667,0.06666666666666667,0,0,0,1,0,0,0.0,56.0,56.0
nominal,98,7319,1.0,1.0,0.05,0.05,3,3,3,1,0,0,0.0,127.0,127.0
nominal,99,7319,0.9,0.9,0.03666666666666667,0.03666666666666667,0,0,0,1,0,0,0.0,59.0,59.0
nominal,100,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,58.0,58.0
nominal,101,7319,0.9,0.9,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,55.0,55.0
nominal,102,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,1,1,1,1,0,0,0.0,61.0,61.0
nominal,103,7319,1.0,1.0,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,60.0,60.0
nominal,104,7319,0.9,0.9,0.03,0.03,2,1,1,0,1,1,0.0,57.0,57.0
nominal,105,7319,1.0,1.0,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,56.0,56.0
nominal,106,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,0,0,0,1,0,0,0.0,55.0,55.0
nominal,107,7319,1.0,1.0,0.08,0.08,0,0,0,1,0,0,0.0,56.0,56.0
nominal,108,7319,1.0,1.0,0.03,0.03,0,0,0,1,0,0,0.0,55.0,55.0
nominal,109,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,4,4,4,1,0,0,0.0,72.0,72.0
nominal,110,7319,1.0,1.0,0.07,0.07,0,0,0,1,0,0,0.0,57.0,57.0
nominal,111,7319,1.0,1.0,0.06666666666666667,0.06666666666666667,0,0,0,1,0,0,0.0,57.0,57.0
nominal,112,7319,1.0,1.0,0.056666666666666664,0.056666666666666664,2,2,2,1,0,0,0.0,69.0,69.0
nominal,113,7319,1.0,1.0,0.06333333333333334,0.06333333333333334,1,1,1,1,0,0,0.0,67.0,67.0
nominal,114,7319,0.9,0.9,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,57.0,57.0
nominal,115,7319,1.0,1.0,0.06333333333333334,0.06333333333333334,0,0,0,1,0,0,0.0,55.0,55.0
nominal,116,7319,0.8,0.8,0.05333333333333334,0.05333333333333334,5,5,5,1,0,0,0.0,94.0,94.0
nominal,117,7319,0.9,0.9,0.06666666666666667,0.06666666666666667,0,0,0,1,0,0,0.0,58.0,58.0
nominal,118,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,0,0,0,1,0,0,0.0,55.0,55.0
nominal,119,7319,1.0,1.0,0.03,0.03,0,0,0,1,0,0,0.0,55.0,55.0
nominal,120,7319,1.0,1.0,0.02666666666666667,0.02666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,121,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,55.0,55.0
nominal,122,7319,1.0,1.0,0.06,0.06,0,0,0,1,0,0,0.0,55.0,55.0
nominal,123,7319,1.0,1.0,0.05,0.05,1,1,1,1,0,0,0.0,68.0,68.0
nominal,124,7319,1.0,1.0,0.03666666666666667,0.03666666666666667,0,0,0,1,0,0,0.0,56.0,56.0
nominal,125,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,63.0,63.0
nominal,126,7319,1.0,1.0,0.03333333333333333,0.03333333333333333,1,1,1,1,0,0,0.0,58.0,58.0
nominal,127,7319,1.0,1.0,0.05,0.05,1,1,1,1,0,0,0.0,64.0,64.0
nominal,128,7319,0.9,0.9,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,57.0,57.0
nominal,129,7319,1.0,1.0,0.04,0.04,0,0,0,1,0,0,0.0,55.0,55.0
nominal,130,7319,0.9,0.9,0.056666666666666664,0.056666666666666664,0,0,0,1,0,0,0.0,83.0,83.0
nominal,131,7319,1.0,1.0,0.02666666666666667,0.02666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,132,7319,1.0,1.0,0.02666666666666667,0.02666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,133,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,56.0,56.0
nominal,134,7319,1.0,1.0,0.04,0.04,5,5,5,1,0,0,0.0,111.0,111.0
nominal,135,7319,0.9,0.9,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,136,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,1,1,1,1,0,0,0.0,60.0,60.0
nominal,137,7319,1.0,1.0,0.07,0.07,0,0,0,1,0,0,0.0,55.0,55.0
nominal,138,7319,0.9,0.9,0.05,0.05,0,0,0,1,0,0,0.0,55.0,55.0
nominal,139,7319,1.0,1.0,0.04,0.04,0,0,0,1,0,0,0.0,55.0,55.0
nominal,140,7319,1.0,1.0,0.03333333333333333,0.03333333333333333,1,1,1,1,0,0,0.0,58.0,58.0
nominal,141,7319,1.0,1.0,0.05,0.05,1,1,1,1,0,0,0.0,60.0,60.0
nominal,142,7319,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,67.0,67.0
nominal,143,7319,1.0,1.0,0.056666666666666664,0.056666666666666664,0,0,0,1,0,0,0.0,55.0,55.0
nominal,144,7319,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,60.0,60.0
nominal,145,7319,1.0,1.0,0.04666666666666667,0.04666666666666667,1,1,1,1,0,0,0.0,60.0,60.0
nominal,146,7319,1.0,1.0,0.06666666666666667,0.06666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,147,7319,1.0,1.0,0.04,0.04,0,0,0,1,0,0,0.0,60.0,60.0
nominal,148,7319,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,58.0,58.0
nominal,149,7319,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,55.0,55.0
nominal,150,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,3,3,3,1,0,0,0.0,73.0,73.0
nominal,151,7319,1.0,1.0,0.056666666666666664,0.056666666666666664,0,0,0,1,0,0,0.0,55.0,55.0
nominal,152,7319,1.0,1.0,0.03333333333333333,0.03333333333333333,0,0,0,1,0,0,0.0,55.0,55.0
nominal,153,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,0,0,0,1,0,0,0.0,55.0,55.0
nominal,154,7319,0.9,0.9,0.06,0.06,2,2,2,1,0,0,0.0,76.0,76.0
nominal,155,7319,1.0,1.0,0.023333333333333334,0.023333333333333334,5,5,5,1,0,0,0.0,72.0,72.0
nominal,156,7319,1.0,1.0,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,157,7319,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,61.0,61.0
nominal,158,7319,0.9,0.9,0.043333333333333335,0.043333333333333335,3,3,3,1,0,0,0.0,84.0,84.0
nominal,159,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,56.0,56.0
nominal,160,7319,1.0,1.0,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,56.0,56.0
nominal,161,7319,1.0,1.0,0.04,0.04,0,0,0,1,0,0,0.0,55.0,55.0
nominal,162,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,55.0,55.0
nominal,163,7319,0.9,0.9,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,58.0,58.0
nominal,164,7319,1.0,1.0,0.056666666666666664,0.056666666666666664,1,1,1,1,0,0,0.0,60.0,60.0
nominal,165,7319,0.9,0.9,0.07,0.07,0,0,0,1,0,0,0.0,71.0,71.0
nominal,166,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,4,4,4,1,0,0,0.0,86.0,86.0
nominal,167,7319,1.0,1.0,0.04666666666666667,0.04666666666666667,3,3,3,1,0,0,0.0,73.0,73.0
nominal,168,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,0,0,0,1,0,0,0.0,56.0,56.0
nominal,169,7319,0.9,0.9,0.05333333333333334,0.05333333333333334,0,0,0,1,0,0,0.0,55.0,55.0
nominal,170,7319,0.9,0.9,0.05333333333333334,0.05333333333333334,0,0,0,1,0,0,0.0,59.0,59.0
nominal,171,7319,1.0,1.0,0.06666666666666667,0.06666666666666667,0,0,0,1,0,0,0.0,62.0,62.0
nominal,172,7319,1.0,1.0,0.03333333333333333,0.03333333333333333,1,1,1,1,0,0,0.0,59.0,59.0
nominal,173,7319,1.0,1.0,0.03666666666666667,0.03666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,174,7319,1.0,1.0,0.06333333333333334,0.06333333333333334,1,1,1,1,0,0,0.0,67.0,67.0
nominal,175,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,1,1,1,1,0,0,0.0,87.0,87.0
nominal,176,7319,0.9,0.9,0.06666666666666667,0.06666666666666667,3,3,3,1,0,0,0.0,60.0,60.0
nominal,177,7319,1.0,1.0,0.04,0.04,0,0,0,1,0,0,0.0,55.0,55.0
nominal,178,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,55.0,55.0
nominal,179,7319,1.0,1.0,0.06666666666666667,0.06666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,180,7319,1.0,1.0,0.06,0.06,3,3,3,1,0,0,0.0,88.0,88.0
nominal,181,7319,1.0,1.0,0.04,0.04,0,0,0,1,0,0,0.0,86.0,86.0
nominal,182,7319,1.0,1.0,0.04,0.04,0,0,0,1,0,0,0.0,59.0,59.0
nominal,183,7319,1.0,1.0,0.03,0.03,0,0,0,1,0,0,0.0,55.0,55.0
nominal,184,7319,0.9,0.9,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,185,7319,1.0,1.0,0.03666666666666667,0.03666666666666667,0,0,0,1,0,0,0.0,58.0,58.0
nominal,186,7319,1.0,1.0,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,187,7319,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,59.0,59.0
nominal,188,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,0,0,0,1,0,0,0.0,67.0,67.0
nominal,189,7319,1.0,1.0,0.02,0.02,0,0,0,1,0,0,0.0,55.0,55.0
nominal,190,7319,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,59.0,59.0
nominal,191,7319,0.8,0.8,0.04,0.04,0,0,0,1,0,0,0.0,55.0,55.0
nominal,192,7319,1.0,1.0,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
nominal,193,7319,1.0,1.0,0.056666666666666664,0.056666666666666664,2,2,2,1,0,0,0.0,60.0,60.0
nominal,194,7319,0.9,0.9,0.07,0.07,2,2,2,1,0,0,0.0,73.0,73.0
nominal,195,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,57.0,57.0
nominal,196,7319,0.8,0.8,0.04666666666666667,0.04666666666666667,4,4,4,1,0,0,0.0,83.0,83.0
nominal,197,7319,0.8,0.8,0.06,0.06,6,6,6,1,0,0,0.0,94.0,94.0
nominal,198,7319,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,56.0,56.0
nominal,199,7319,0.9,0.9,0.03333333333333333,0.03333333333333333,0,0,0,1,0,0,0.0,55.0,55.0
no_price,0,7319,1.0,1.0,0.04,0.04,6,0,0,0,6,6,0.0,55.0,55.0
no_price,1,7319,0.9,0.9,0.043333333333333335,0.043333333333333335,3,2,2,0,1,1,0.0,69.0,69.0
no_price,2,7319,1.0,1.0,0.06333333333333334,0.06666666666666667,3,0,0,0,3,3,0.0,55.0,55.0
no_price,3,7319,1.0,1.0,0.056666666666666664,0.056666666666666664,4,1,1,0,3,3,0.0,56.0,56.0
no_price,4,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,4,1,1,0,3,3,0.0,59.0,59.0
no_price,5,7319,1.0,1.0,0.06333333333333334,0.06333333333333334,3,0,0,0,3,3,0.0,55.0,55.0
no_price,6,7319,1.0,1.0,0.06666666666666667,0.06666666666666667,4,1,1,0,3,3,0.0,59.0,59.0
no_price,7,7319,1.0,1.0,0.05,0.05,6,1,1,0,5,5,0.0,69.0,69.0
no_price,8,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,3,0,0,0,3,3,0.0,56.0,56.0
no_price,9,7319,0.9,0.9,0.05,0.05,5,1,1,0,4,4,0.0,67.0,67.0
no_price,10,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,4,0,0,0,4,4,0.0,55.0,55.0
no_price,11,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,8,0,0,0,8,8,0.0,56.0,56.0
no_price,12,7319,1.0,1.0,0.03666666666666667,0.03666666666666667,3,1,1,0,2,2,0.0,57.0,57.0
no_price,13,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,1,0,0,0,1,1,0.0,55.0,55.0
no_price,14,7319,0.9,0.9,0.04666666666666667,0.04666666666666667,4,2,2,0,2,2,0.0,60.0,60.0
no_price,15,7319,1.0,1.0,0.06666666666666667,0.06666666666666667,5,1,1,0,4,4,0.0,56.0,56.0
no_price,16,7319,1.0,1.0,0.06,0.06,6,0,0,0,6,6,0.0,56.0,56.0
no_price,17,7319,1.0,1.0,0.03666666666666667,0.03666666666666667,4,2,2,0,2,2,0.0,76.0,76.0
no_price,18,7319,1.0,1.0,0.04666666666666667,0.04666666666666667,6,3,3,0,3,3,0.0,60.0,60.0
no_price,19,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,3,0,0,0,3,3,0.0,58.0,58.0
no_price,20,7319,1.0,1.0,0.05,0.05,6,3,3,0,3,3,0.0,67.0,67.0
no_price,21,7319,0.9,0.9,0.06666666666666667,0.06666666666666667,4,0,0,0,4,4,0.0,55.0,55.0
no_price,22,7319,1.0,1.0,0.07666666666666666,0.07666666666666666,5,0,0,0,5,5,0.0,55.0,55.0
no_price,23,7319,0.9,0.9,0.05,0.05,3,0,0,0,3,3,0.0,59.0,59.0
no_price,24,7319,0.9,0.9,0.043333333333333335,0.043333333333333335,7,0,0,0,7,7,0.0,55.0,55.0
no_price,25,7319,1.0,1.0,0.06333333333333334,0.06333333333333334,4,1,1,0,3,3,0.0,59.0,59.0
no_price,26,7319,1.0,1.0,0.056666666666666664,0.056666666666666664,4,0,0,0,4,4,0.0,57.0,57.0
no_price,27,7319,0.9,0.9,0.04666666666666667,0.04666666666666667,4,0,0,0,4,4,0.0,56.0,56.0
no_price,28,7319,1.0,1.0,0.02666666666666667,0.02666666666666667,5,0,0,0,5,5,0.0,55.0,55.0
no_price,29,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,5,0,0,0,5,5,0.0,56.0,56.0
no_price,30,7319,0.8,0.8,0.05333333333333334,0.05333333333333334,5,1,1,0,4,4,0.0,56.0,56.0
no_price,31,7319,1.0,1.0,0.05333333333333334,0.05333333333333334,6,0,0,0,6,6,0.0,56.0,56.0
no_price,32,7319,1.0,1.0,0.06666666666666667,0.06666666666666667,5,1,1,0,4,4,0.0,62.0,62.0
no_price,33,7319,1.0,1.0,0.04666666666666667,0.04666666666666667,4,1,1,0,3,3,0.0,60.0,60.0
no_price,34,7319,0.9,0.9,0.04666666666666667,0.04666666666666667,5,0,0,0,5,5,0.0,59.0,59.0
no_price,35,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,6,0,0,0,6,6,0.0,55.0,55.0
no_price,36,7319,1.0,1.0,0.043333333333333335,0.043333333333333335,5,0,0,0,5,5,0.0,55.0,55.0
no_price,37,7319,1.0,1.0,0.05,0.05,8,1,1,0,7,7,0.0,57.0,57.0
no_price,38,7319,1.0,1.0,0.03666666666666667,0.03666666666666667,5,0,0,0,5,5,0.0,63.0,63.0
no_price,39,7319,1.0,1.0,0.06,0.06,8,1,1,0,7,7,0.0,60.0,60.0
no_price,40,7319,1.0,1.0,0.05,0.05,6,1,1,0,5,5,0.0,66.0,66.0
no_price,41,7319,1.0,1.0,0.06333333333333334,0.06333333333333334,6,5,5,0,1,1,0.0,91.0,91.0
no_price,42,7319,0.9,0.9,0.043333333333333335,0.043333333333333335,6,2,1,0,4,5,0.0,57.0,57.0
no_price,43,7319,0.9,0.9,0.05,0.05,4,3,3,0,1,1,0.0,75.0,75.0
no_price,44,7319,1.0,1.0,0.04,0.04,4,2,2,0,2,2,0.0,60.0,60.0
no_price,45,7319,0.9,0.9,0.043333333333333335,0.043333333333333335,4,0,0,0,4,4,0.0,56.0,56.0
no_price,46,7319,0.9,0.9,0.05,0.05,8,4,4,0,3,3,0.0,89.0,89.0
