trial,arm,p_d,p_fa,links,overhead_bits,overhead_delay_s,weak_detected,d_fuse_median,pd_per_mbit,kappa_median_db
7,robust,0.9,0.03333333333333333,49,22400.0,0.03733333333333334,1,904.7237126280597,40.17857142857143,58.11461480457831
7,links12,0.7,0.03333333333333333,31,14080.0,0.023466666666666674,1,7.842653759953085,49.715909090909086,58.11461480457831
7,robust_links12,0.9,0.05925925925925926,60,30080.0,0.05013333333333335,1,1855.5600762855602,29.920212765957448,58.11461480457831
8,baseline,0.7,0.05,35,17920.0,0.029866666666666677,0,14.25028404492268,39.0625,57.23070877990174
8,robust,0.7,0.05925925925925926,49,20480.0,0.03413333333333334,0,9.497296111031405,34.17968749999999,57.23070877990174
8,links12,0.8,0.04666666666666667,59,32640.0,0.05440000000000002,0,14.25028404492268,24.509803921568626,57.23070877990174
8,robust_links12,0.7,0.04814814814814815,60,27520.0,0.04586666666666668,0,14.19777026701501,25.436046511627907,57.23070877990174
9,baseline,0.8,0.04666666666666667,24,9600.0,0.016000000000000004,1,12.353741170877793,83.33333333333334,63.038233917825785
9,robust,0.9,0.07333333333333333,56,27520.0,0.04586666666666668,0,70.04021433439283,32.70348837209303,63.038233917825785
9,links12,0.8,0.05,33,13440.0,0.022400000000000007,1,13.179746743246184,59.523809523809526,63.038233917825785
9,robust_links12,1.0,0.07,60,31360.0,0.052266666666666683,1,28.89340831992714,31.887755102040817,63.038233917825785
10,baseline,0.6,0.04,18,6400.0,0.01066666666666667,1,3.4229664905073385,93.74999999999999,61.54870600504883
10,robust,0.9,0.056666666666666664,55,32000.0,0.05333333333333335,1,190.48012596136334,28.125,61.54870600504883
10,links12,0.6,0.03666666666666667,20,7040.0,0.011733333333333337,1,3.4229664905073385,85.22727272727272,61.54870600504883
10,robust_links12,0.9,0.06296296296296296,60,36480.0,0.06080000000000002,1,180.57862653810497,24.67105263157895,61.54870600504883
11,baseline,0.7,0.05333333333333334,32,6400.0,0.01066666666666667,0,13.437470080993123,109.37499999999999,62.047112993427646
11,robust,0.9,0.06,60,13440.0,0.022400000000000007,0,42.022900621232964,66.96428571428571,62.047112993427646
11,links12,0.7,0.05333333333333334,50,8320.0,0.013866666666666671,0,14.301458607677711,84.13461538461539,62.047112993427646
11,robust_links12,0.9,0.06,60,14720.0,0.02453333333333334,0,46.51635009470559,61.141304347826086,62.047112993427646
